store_name,date,type,floor,enter_number,enter_rate,female_number,female_rate,male_number,male_rate,teenager_number,teenager_rate,youth_number,youth_rate,middle-aged_number,middle-aged_rate,senior_number,senior_rate,dropdown
YeeHoo,2021/2/17,facilities,L3,73,1,49,67,24,33,2,3,23,48,1,46,1,3,
YeeHoo,2021/2/18,facilities,L3,9,0,5,55,4,45,1,10,3,61,0,26,0,3,
YeeHoo,2021/2/19,facilities,L3,18,1,12,66,6,34,0,2,6,51,0,41,0,7,
YeeHoo,2021/2/20,facilities,L3,18,0,12,67,6,33,1,3,6,52,0,39,0,6,
YeeHoo,2021/2/21,facilities,L3,39,1,26,67,13,33,1,3,15,56,1,38,0,3,
YeeHoo,2021/2/22,facilities,L3,11,0,7,64,4,36,1,5,4,57,0,36,0,2,
YeeHoo,2021/2/23,facilities,L3,28,1,19,68,9,32,0,0,8,44,0,49,1,6,
YeeHoo,2021/2/24,facilities,L3,33,1,23,70,10,30,2,5,14,61,0,30,1,4,
YeeHoo,2021/2/25,facilities,L3,23,1,15,65,8,35,2,7,7,48,1,39,0,6,
YeeHoo,2021/2/26,facilities,L3,46,1,26,56,20,44,2,4,13,51,1,40,1,5,
YeeHoo,2021/2/27,facilities,L3,112,1,70,63,42,37,6,5,29,42,3,50,1,3,
YeeHoo,2021/2/28,facilities,L3,60,1,36,60,24,40,6,9,17,48,2,40,1,3,
Asics,2021/2/1,accessories,L4,98,4,54,55,44,45,2,2,19,35,1,60,1,4,
Asics,2021/2/2,accessories,L4,135,5,40,30,95,71,3,2,16,39,1,56,0,3,
Asics,2021/2/3,accessories,L4,118,4,66,56,52,44,0,0,18,28,0,67,1,5,
Asics,2021/2/4,accessories,L4,251,8,54,21,197,79,4,2,23,43,2,53,1,2,
Asics,2021/2/5,accessories,L4,155,5,84,54,71,46,0,0,26,31,0,66,1,3,
Asics,2021/2/6,accessories,L4,404,6,163,40,241,60,8,2,67,41,4,52,3,5,
Asics,2021/2/7,accessories,L4,160,4,87,54,73,46,2,1,31,36,1,59,1,5,
Asics,2021/2/8,accessories,L4,245,6,97,40,148,60,6,2,37,38,3,56,1,4,
Asics,2021/2/9,accessories,L4,193,5,106,55,87,45,9,5,37,35,5,54,2,6,
Asics,2021/2/10,accessories,L4,389,6,160,41,229,59,11,3,57,36,6,57,3,5,
Asics,2021/2/11,accessories,L4,134,6,56,42,78,58,4,3,22,40,2,52,1,5,
Asics,2021/2/12,accessories,L4,359,5,179,50,180,50,4,1,67,38,2,57,3,5,
Asics,2021/2/13,accessories,L4,418,5,205,49,213,51,6,1,75,37,3,55,5,7,
Asics,2021/2/14,accessories,L4,499,4,257,51,242,49,8,2,88,34,4,56,7,8,
Asics,2021/2/15,accessories,L4,415,4,215,52,200,48,8,2,75,35,5,56,5,7,
Asics,2021/2/16,accessories,L4,369,4,173,47,196,53,10,3,59,34,6,56,4,7,
Asics,2021/2/17,accessories,L4,391,5,212,54,179,46,6,2,75,35,4,58,4,5,
Asics,2021/2/18,accessories,L4,177,4,78,44,99,56,3,1,30,39,1,55,1,4,
Asics,2021/2/19,accessories,L4,190,5,98,52,92,48,8,4,39,39,4,50,2,6,
Asics,2021/2/20,accessories,L4,207,5,91,44,116,56,4,2,38,42,2,52,2,5,
Asics,2021/2/21,accessories,L4,294,5,139,47,155,53,6,2,57,41,3,53,2,4,
Asics,2021/2/22,accessories,L4,131,5,62,47,69,53,3,2,25,40,1,54,1,5,
Asics,2021/2/23,accessories,L4,154,5,65,42,89,58,2,1,21,32,1,63,1,4,
Asics,2021/2/24,accessories,L4,202,6,80,39,122,61,3,1,28,35,2,61,1,3,
Asics,2021/2/25,accessories,L4,144,5,66,46,78,54,2,1,22,34,1,61,1,4,
Asics,2021/2/26,accessories,L4,256,6,93,36,163,64,2,1,31,33,1,63,1,3,
Asics,2021/2/27,accessories,L4,410,4,202,49,208,51,15,4,67,33,8,57,4,6,
Asics,2021/2/28,accessories,L4,350,6,137,39,213,61,14,4,50,37,8,54,2,5,
OSIM,2021/2/1,consumer_electronics,L4,94,2,73,77,21,23,6,6,22,30,4,61,0,2,
OSIM,2021/2/2,consumer_electronics,L4,61,2,48,78,13,22,5,8,15,31,2,53,1,8,
OSIM,2021/2/3,consumer_electronics,L4,76,2,58,76,18,24,4,6,22,39,2,50,1,6,
OSIM,2021/2/4,consumer_electronics,L4,155,3,121,78,34,22,13,8,35,29,8,61,1,2,
OSIM,2021/2/5,consumer_electronics,L4,167,3,121,73,46,27,13,8,26,21,9,65,1,5,
OSIM,2021/2/6,consumer_electronics,L4,223,2,164,74,59,26,16,7,47,29,9,57,3,7,
OSIM,2021/2/7,consumer_electronics,L4,132,2,93,71,39,29,10,8,27,29,6,59,1,5,
OSIM,2021/2/8,consumer_electronics,L4,144,2,111,77,33,23,11,8,25,23,7,62,2,8,
OSIM,2021/2/9,consumer_electronics,L4,183,3,136,74,47,26,11,6,31,23,7,64,2,7,
OSIM,2021/2/10,consumer_electronics,L4,175,2,133,76,42,24,22,13,38,28,12,54,2,5,
OSIM,2021/2/11,consumer_electronics,L4,86,3,61,71,25,29,7,9,14,23,4,59,1,9,
OSIM,2021/2/12,consumer_electronics,L4,208,2,143,69,65,31,18,9,40,28,11,60,1,3,
OSIM,2021/2/13,consumer_electronics,L4,209,2,138,66,71,34,19,9,49,35,10,51,2,4,
OSIM,2021/2/14,consumer_electronics,L4,358,2,246,69,112,31,38,11,76,31,20,54,4,5,
OSIM,2021/2/15,consumer_electronics,L4,248,2,191,77,57,23,22,9,49,26,13,57,4,8,
OSIM,2021/2/16,consumer_electronics,L4,197,2,139,70,58,30,13,7,43,31,8,60,1,2,
OSIM,2021/2/17,consumer_electronics,L4,193,1,145,75,48,25,11,6,38,26,7,61,3,7,
OSIM,2021/2/18,consumer_electronics,L4,89,1,61,69,28,31,9,10,16,26,5,57,1,6,
OSIM,2021/2/19,consumer_electronics,L4,54,1,35,65,19,35,8,15,8,23,4,54,1,8,
OSIM,2021/2/20,consumer_electronics,L4,133,2,98,74,35,26,8,6,24,24,5,61,2,10,
OSIM,2021/2/21,consumer_electronics,L4,156,2,110,71,46,29,16,10,37,33,8,52,2,4,
OSIM,2021/2/22,consumer_electronics,L4,50,1,34,68,16,32,8,17,9,26,5,55,0,2,
OSIM,2021/2/23,consumer_electronics,L4,83,2,62,75,21,25,8,10,18,28,5,58,1,4,
OSIM,2021/2/24,consumer_electronics,L4,71,1,54,76,17,24,3,5,19,34,2,57,1,4,
OSIM,2021/2/25,consumer_electronics,L4,70,1,50,72,20,28,2,3,13,25,2,67,1,5,
OSIM,2021/2/26,consumer_electronics,L4,100,1,74,74,26,26,6,6,22,30,4,60,1,3,
OSIM,2021/2/27,consumer_electronics,L4,269,2,195,72,74,28,22,8,48,25,14,62,2,4,
OSIM,2021/2/28,consumer_electronics,L4,191,2,146,77,45,23,16,8,45,31,9,58,1,3,
CityGarden,2021/2/1,kids_babies,L5,3,0,2,67,1,33,0,0,1,33,0,0,0,67,
CityGarden,2021/2/2,kids_babies,L5,5,0,3,63,2,38,1,13,2,50,0,38,0,0,
CityGarden,2021/2/3,kids_babies,L5,5,0,4,83,1,17,1,17,1,17,1,67,0,0,
CityGarden,2021/2/4,kids_babies,L5,5,0,2,33,3,67,0,0,1,83,0,17,0,0,
CityGarden,2021/2/5,kids_babies,L5,12,0,6,50,6,50,0,0,4,64,0,21,1,14,
CityGarden,2021/2/6,kids_babies,L5,19,0,10,52,9,48,1,3,3,35,0,58,0,3,
CityGarden,2021/2/7,kids_babies,L5,13,0,4,31,9,69,0,4,2,62,0,31,0,4,
CityGarden,2021/2/8,kids_babies,L5,7,0,3,45,4,55,0,0,2,64,0,27,0,9,
CityGarden,2021/2/9,kids_babies,L5,2,0,1,33,1,67,0,0,0,33,0,33,0,33,
CityGarden,2021/2/10,kids_babies,L5,12,0,6,47,6,53,0,0,3,53,0,35,0,12,
CityGarden,2021/2/11,kids_babies,L5,1,0,1,67,0,33,0,0,0,67,0,33,0,0,
CityGarden,2021/2/12,kids_babies,L5,30,0,13,43,17,57,2,7,6,43,1,45,0,5,
CityGarden,2021/2/13,kids_babies,L5,33,0,16,47,17,53,1,4,6,40,1,44,1,13,
CityGarden,2021/2/14,kids_babies,L5,100,0,37,37,63,63,1,1,17,45,0,38,3,16,
CityGarden,2021/2/15,kids_babies,L5,39,0,19,48,20,52,1,2,8,41,0,39,1,18,
CityGarden,2021/2/16,kids_babies,L5,30,0,16,53,14,47,0,0,9,58,0,40,0,2,
CityGarden,2021/2/17,kids_babies,L5,22,0,12,56,10,44,0,0,7,59,0,24,1,17,
CityGarden,2021/2/18,kids_babies,L5,1,0,0,25,1,75,0,0,0,50,0,50,0,0,
CityGarden,2021/2/19,kids_babies,L5,2,0,1,50,1,50,0,0,1,100,0,0,0,0,
CityGarden,2021/2/20,kids_babies,L5,18,0,3,19,15,81,0,0,2,62,0,23,0,15,
CityGarden,2021/2/21,kids_babies,L5,27,0,10,37,17,63,0,0,7,70,0,28,0,2,
CityGarden,2021/2/22,kids_babies,L5,6,0,2,25,4,75,0,0,1,50,0,33,0,17,
CityGarden,2021/2/23,kids_babies,L5,11,0,1,13,10,87,0,0,1,47,0,40,0,13,
CityGarden,2021/2/24,kids_babies,L5,3,0,1,33,2,67,0,0,1,83,0,17,0,0,
CityGarden,2021/2/25,kids_babies,L5,8,0,3,42,5,58,0,0,1,33,0,50,0,17,
CityGarden,2021/2/26,kids_babies,L5,45,1,11,25,34,75,0,0,4,37,0,34,1,29,
CityGarden,2021/2/27,kids_babies,L5,85,1,35,41,50,59,1,1,15,43,0,37,3,20,
CityGarden,2021/2/28,kids_babies,L5,25,0,11,44,14,56,1,3,5,50,0,41,0,6,
NanluoFeiMao,2021/2/1,kids_babies,L5,426,9,111,26,315,74,90,21,26,23,47,52,1,4,
NanluoFeiMao,2021/2/2,kids_babies,L5,384,8,121,31,263,69,56,15,33,27,30,53,2,5,
NanluoFeiMao,2021/2/3,kids_babies,L5,397,7,99,25,298,75,56,14,21,22,35,62,1,3,
NanluoFeiMao,2021/2/4,kids_babies,L5,372,7,105,28,267,72,34,9,22,21,22,66,1,4,
NanluoFeiMao,2021/2/5,kids_babies,L5,606,9,174,29,432,71,69,11,36,21,43,63,2,5,
NanluoFeiMao,2021/2/6,kids_babies,L5,753,6,192,26,561,74,119,16,37,19,70,59,2,6,
NanluoFeiMao,2021/2/7,kids_babies,L5,638,7,192,30,446,70,88,14,34,18,56,63,2,5,
NanluoFeiMao,2021/2/8,kids_babies,L5,614,9,181,29,433,71,69,11,41,22,41,60,3,6,
NanluoFeiMao,2021/2/9,kids_babies,L5,575,8,165,29,410,71,68,12,39,23,41,60,2,5,
NanluoFeiMao,2021/2/10,kids_babies,L5,959,8,199,21,760,79,129,13,31,16,84,65,2,6,
NanluoFeiMao,2021/2/11,kids_babies,L5,252,6,80,32,172,68,38,15,12,15,25,65,1,5,
NanluoFeiMao,2021/2/12,kids_babies,L5,774,6,154,20,620,80,118,15,24,15,76,65,1,5,
NanluoFeiMao,2021/2/13,kids_babies,L5,1193,6,232,19,961,81,140,12,33,14,97,69,2,5,
NanluoFeiMao,2021/2/14,kids_babies,L5,1900,7,349,18,1551,82,274,14,46,13,180,66,3,7,
NanluoFeiMao,2021/2/15,kids_babies,L5,1322,6,355,27,967,73,148,11,46,13,100,68,4,8,
NanluoFeiMao,2021/2/16,kids_babies,L5,1219,6,338,28,881,72,186,15,44,13,120,64,3,7,
NanluoFeiMao,2021/2/17,kids_babies,L5,1435,7,427,30,1008,70,163,11,58,14,108,66,5,9,
NanluoFeiMao,2021/2/18,kids_babies,L5,697,9,243,35,454,65,62,9,48,20,41,66,3,6,
NanluoFeiMao,2021/2/19,kids_babies,L5,710,7,263,37,447,63,87,12,42,16,58,66,2,5,
NanluoFeiMao,2021/2/20,kids_babies,L5,817,8,208,25,609,75,104,13,38,18,66,64,2,6,
NanluoFeiMao,2021/2/21,kids_babies,L5,1073,7,301,28,772,72,136,13,48,16,86,64,4,8,
NanluoFeiMao,2021/2/22,kids_babies,L5,578,9,170,29,408,71,64,11,35,21,39,61,2,7,
NanluoFeiMao,2021/2/23,kids_babies,L5,477,8,160,34,317,66,49,10,37,23,30,61,2,6,
NanluoFeiMao,2021/2/24,kids_babies,L5,536,8,186,35,350,65,51,10,37,20,33,66,2,5,
NanluoFeiMao,2021/2/25,kids_babies,L5,570,8,190,33,380,67,56,10,36,19,36,64,3,7,
NanluoFeiMao,2021/2/26,kids_babies,L5,820,7,186,23,634,77,94,11,30,16,62,66,2,6,
NanluoFeiMao,2021/2/27,kids_babies,L5,1362,7,374,27,988,73,149,11,52,14,100,67,4,8,
NanluoFeiMao,2021/2/28,kids_babies,L5,881,7,204,23,677,77,92,10,31,15,63,69,2,5,
Siyuehetun,2021/2/1,kids_babies,L6,39,2,15,39,24,61,1,2,8,50,0,45,0,3,
Siyuehetun,2021/2/2,kids_babies,L6,54,2,22,42,32,58,0,0,10,44,0,53,0,3,
Siyuehetun,2021/2/3,kids_babies,L6,64,2,19,30,45,70,2,3,9,45,1,48,0,5,
Siyuehetun,2021/2/4,kids_babies,L6,60,2,18,30,42,70,1,1,7,41,0,57,0,1,
Siyuehetun,2021/2/5,kids_babies,L6,51,2,20,39,31,61,0,0,12,59,0,39,0,1,
Siyuehetun,2021/2/6,kids_babies,L6,92,2,29,32,63,68,3,3,13,45,2,48,1,4,
Siyuehetun,2021/2/7,kids_babies,L6,51,2,23,45,28,55,1,1,13,57,0,41,0,1,
Siyuehetun,2021/2/8,kids_babies,L6,33,1,9,26,24,74,0,0,4,42,0,52,0,6,
Siyuehetun,2021/2/9,kids_babies,L6,45,1,17,37,28,63,0,0,7,40,0,57,0,2,
Siyuehetun,2021/2/10,kids_babies,L6,67,2,20,29,47,71,0,0,12,61,0,36,0,3,
Siyuehetun,2021/2/11,kids_babies,L6,63,2,25,40,38,60,1,1,12,46,0,47,1,5,
Siyuehetun,2021/2/12,kids_babies,L6,116,2,55,47,61,53,1,0,30,55,0,37,2,7,
Siyuehetun,2021/2/13,kids_babies,L6,186,2,87,47,99,53,2,1,39,44,1,50,2,5,
Siyuehetun,2021/2/14,kids_babies,L6,250,2,122,49,128,51,0,0,52,42,0,51,4,7,
Siyuehetun,2021/2/15,kids_babies,L6,216,2,94,44,122,56,0,0,46,49,0,46,2,5,
Siyuehetun,2021/2/16,kids_babies,L6,100,1,44,44,56,56,0,0,23,52,0,44,1,4,
Siyuehetun,2021/2/17,kids_babies,L6,96,1,34,36,62,65,2,2,15,43,1,52,0,3,
Siyuehetun,2021/2/18,kids_babies,L6,62,2,20,32,42,68,0,0,11,56,0,43,0,1,
Siyuehetun,2021/2/19,kids_babies,L6,104,3,29,28,75,72,1,1,16,54,0,41,1,5,
Siyuehetun,2021/2/20,kids_babies,L6,75,2,33,44,42,56,1,1,18,53,0,43,1,3,
Siyuehetun,2021/2/21,kids_babies,L6,76,2,32,41,44,59,0,0,19,60,0,32,2,8,
Siyuehetun,2021/2/22,kids_babies,L6,73,3,21,28,52,72,2,3,11,52,1,42,0,3,
Siyuehetun,2021/2/23,kids_babies,L6,64,3,27,42,37,58,1,1,18,66,0,29,1,4,
Siyuehetun,2021/2/24,kids_babies,L6,79,3,31,39,48,61,1,1,16,53,0,43,0,3,
Siyuehetun,2021/2/25,kids_babies,L6,70,3,29,42,41,58,1,1,14,47,0,49,1,4,
Siyuehetun,2021/2/26,kids_babies,L6,157,3,64,41,93,59,2,1,30,46,1,48,1,5,
Siyuehetun,2021/2/27,kids_babies,L6,222,3,89,40,133,60,2,1,45,51,1,43,3,6,
Siyuehetun,2021/2/28,kids_babies,L6,122,2,49,40,73,60,0,0,24,49,0,48,1,3,
