store_name,date,type,floor,enter_number,enter_rate,female_number,female_rate,male_number,male_rate,teenager_number,teenager_rate,youth_number,youth_rate,middle-aged_number,middle-aged_rate,senior_number,senior_rate,has-long-hair_number,has-long-hair_rate,has-hat_number,has-hat_rate,has-glasses_number,has-glasses_rate,dropdown
AAPE,2021/2/1,fashions,L1,179,0.0460036,49 ,0.27476,130 ,0.72524,2 ,0.0127796,117 ,0.654952,50 ,0.277955,10 ,0.0543131,30 ,0.166134,10 ,0.0543131,6 ,0.0319489,enter_rate
AAPE,2021/2/2,fashions,L1,187,0.0447797,57 ,0.304734,130 ,0.695266,3 ,0.0177515,120 ,0.642012,53 ,0.281065,11 ,0.0591716,45 ,0.239645,11 ,0.0591716,7 ,0.035503,female_rate
AAPE,2021/2/3,fashions,L1,210,0.0498575,67 ,0.317935,143 ,0.682065,3 ,0.0163044,132 ,0.627717,63 ,0.30163,11 ,0.0543478,45 ,0.211957,13 ,0.0625,6 ,0.0298913,male_rate
AAPE,2021/2/4,fashions,L1,210,0.0474791,64 ,0.30663,146 ,0.69337,2 ,0.0110497,140 ,0.665746,56 ,0.267956,12 ,0.0552486,45 ,0.212707,20 ,0.0939227,7 ,0.0331492,teenager_rate
AAPE,2021/2/5,fashions,L1,255,0.0501179,78 ,0.306667,177 ,0.693333,3 ,0.0111111,172 ,0.673333,71 ,0.277778,10 ,0.0377778,51 ,0.2,25 ,0.0977778,6 ,0.0222222,youth_rate
AAPE,2021/2/6,fashions,L1,604,0.0500788,210 ,0.348231,394 ,0.651769,12 ,0.0195531,360 ,0.596834,187 ,0.310056,44 ,0.0735568,125 ,0.206704,35 ,0.0586592,16 ,0.0260708,middle-aged_rate
AAPE,2021/2/7,fashions,L1,353,0.0524829,132 ,0.375199,221 ,0.624801,7 ,0.0206677,213 ,0.604133,107 ,0.302067,26 ,0.0731319,81 ,0.230525,27 ,0.0779014,8 ,0.0238474,senior_rate
AAPE,2021/2/8,fashions,L1,325,0.0493921,114 ,0.34965,211 ,0.65035,4 ,0.0122378,206 ,0.634615,93 ,0.286713,22 ,0.0664336,79 ,0.243007,26 ,0.0804196,7 ,0.020979,has-long-hair_rate
AAPE,2021/2/9,fashions,L1,439,0.0558311,159 ,0.363057,280 ,0.636943,4 ,0.0101911,289 ,0.658599,117 ,0.267516,28 ,0.0636943,120 ,0.272611,30 ,0.0675159,12 ,0.0280255,has-hat_rate
AAPE,2021/2/10,fashions,L1,615,0.057066,230 ,0.374441,385 ,0.625559,14 ,0.0223414,383 ,0.622878,170 ,0.277033,48 ,0.077748,151 ,0.245755,43 ,0.0705988,16 ,0.025916,has-glasses_rate
AAPE,2021/2/11,fashions,L1,199,0.0526038,60 ,0.3,139 ,0.7,6 ,0.0314286,122 ,0.614286,59 ,0.297143,11 ,0.0571429,46 ,0.231429,11 ,0.0571429,6 ,0.0285714,
AAPE,2021/2/12,fashions,L1,616,0.0494541,184 ,0.299191,432 ,0.700809,9 ,0.0143756,379 ,0.614555,189 ,0.307278,39 ,0.0637916,122 ,0.198562,39 ,0.0628931,20 ,0.0332435,
AAPE,2021/2/13,fashions,L1,704,0.045108,257 ,0.364844,447 ,0.635156,10 ,0.0140625,430 ,0.610156,204 ,0.289844,61 ,0.0859375,162 ,0.230469,42 ,0.059375,26 ,0.0375,
AAPE,2021/2/14,fashions,L1,978,0.0464079,353 ,0.360767,625 ,0.639233,20 ,0.0202931,540 ,0.552424,338 ,0.346111,79 ,0.0811725,236 ,0.241263,50 ,0.0507328,22 ,0.0225479,
AAPE,2021/2/15,fashions,L1,680,0.0432185,242 ,0.356379,438 ,0.643621,12 ,0.018107,397 ,0.584362,225 ,0.330864,45 ,0.0666667,158 ,0.232099,42 ,0.0617284,21 ,0.0304527,
AAPE,2021/2/16,fashions,L1,457,0.0379978,160 ,0.349323,297 ,0.650677,7 ,0.0147601,270 ,0.591636,151 ,0.329643,29 ,0.0639606,96 ,0.210332,29 ,0.0639606,9 ,0.0196802,
AAPE,2021/2/17,fashions,L1,552,0.041629,189 ,0.341863,363 ,0.658137,10 ,0.0184237,324 ,0.587513,186 ,0.336745,32 ,0.0573183,133 ,0.241556,41 ,0.073695,14 ,0.0255885,
AAPE,2021/2/18,fashions,L1,263,0.0428269,87 ,0.332627,176 ,0.667373,8 ,0.0317797,158 ,0.601695,79 ,0.298729,18 ,0.0677966,57 ,0.21822,19 ,0.0720339,6 ,0.0211864,
AAPE,2021/2/19,fashions,L1,237,0.0418284,80 ,0.336471,157 ,0.663529,6 ,0.0235294,154 ,0.649412,60 ,0.254118,17 ,0.0729412,50 ,0.211765,21 ,0.0894118,7 ,0.0282353,
AAPE,2021/2/20,fashions,L1,283,0.0430222,95 ,0.334661,188 ,0.665339,3 ,0.00996016,186 ,0.657371,72 ,0.252988,23 ,0.0796813,68 ,0.239044,20 ,0.0717131,9 ,0.0318725,
AAPE,2021/2/21,fashions,L1,430,0.0432857,120 ,0.279841,310 ,0.720159,10 ,0.0238727,286 ,0.665783,105 ,0.244032,29 ,0.066313,89 ,0.206897,36 ,0.0835544,11 ,0.0251989,
AAPE,2021/2/22,fashions,L1,229,0.0493747,70 ,0.30402,159 ,0.69598,7 ,0.0326633,138 ,0.603015,67 ,0.291457,17 ,0.0728643,44 ,0.193467,14 ,0.0628141,5 ,0.0226131,
AAPE,2021/2/23,fashions,L1,198,0.0482574,61 ,0.305882,137 ,0.694118,2 ,0.0117647,125 ,0.632353,58 ,0.291176,13 ,0.0647059,39 ,0.197059,15 ,0.0764706,6 ,0.0323529,
AAPE,2021/2/24,fashions,L1,197,0.0406521,59 ,0.29912,138 ,0.70088,2 ,0.00879765,132 ,0.671554,49 ,0.246334,14 ,0.0733138,36 ,0.184751,20 ,0.102639,7 ,0.0351906,
AAPE,2021/2/25,fashions,L1,211,0.0422422,74 ,0.350785,137 ,0.649215,4 ,0.0183246,135 ,0.638744,57 ,0.272251,15 ,0.0706806,52 ,0.246073,14 ,0.0680628,6 ,0.0287958,
AAPE,2021/2/26,fashions,L1,187,0.0320755,66 ,0.352601,121 ,0.647399,2 ,0.0115607,116 ,0.621387,54 ,0.289017,15 ,0.0780347,46 ,0.245665,23 ,0.121387,4 ,0.0202312,
AAPE,2021/2/27,fashions,L1,461,0.0360353,150 ,0.325416,311 ,0.674584,7 ,0.0154394,302 ,0.655582,123 ,0.267221,28 ,0.0617577,101 ,0.218527,34 ,0.0748219,14 ,0.0308789,
AAPE,2021/2/28,fashions,L1,343,0.037622,119 ,0.346812,224 ,0.653188,7 ,0.0217729,221 ,0.645412,92 ,0.267496,22 ,0.0653188,81 ,0.236392,27 ,0.0777605,12 ,0.0342146,
Abrakadoodle,2021/2/28,kids_babies,L1,12,0.00151362,7 ,0.588235,5 ,0.411765,1 ,0.117647,6 ,0.470588,2 ,0.176471,3 ,0.235294,8 ,0.705882,0 ,0,0 ,0,
Adidas_Originals,2021/2/1,accessories,B1,766,0.0586569,355 ,0.463415,411 ,0.536585,14 ,0.0181185,385 ,0.503136,328 ,0.428571,38 ,0.0501742,208 ,0.271777,42 ,0.0550523,38 ,0.0494773,
Adidas_Originals,2021/2/2,accessories,B1,802,0.0543434,369 ,0.459904,433 ,0.540096,13 ,0.0157642,392 ,0.488691,353 ,0.440713,44 ,0.0548321,190 ,0.237149,42 ,0.0520905,34 ,0.0418095,
Adidas_Originals,2021/2/3,accessories,B1,767,0.057548,371 ,0.483199,396 ,0.516801,14 ,0.0181452,378 ,0.492608,328 ,0.428091,47 ,0.0611559,203 ,0.264113,54 ,0.0698925,28 ,0.0362903,
Adidas_Originals,2021/2/4,accessories,B1,944,0.0608404,452 ,0.478811,492 ,0.521189,21 ,0.0225647,433 ,0.458448,436 ,0.462301,54 ,0.0566868,240 ,0.254265,46 ,0.0484315,32 ,0.0341222,
Adidas_Originals,2021/2/5,accessories,B1,1106,0.0608495,530 ,0.479471,576 ,0.520529,23 ,0.0207645,521 ,0.471449,494 ,0.446437,68 ,0.0613497,257 ,0.232657,56 ,0.0504955,50 ,0.0453044,
Adidas_Originals,2021/2/6,accessories,B1,2094,0.0541519,963 ,0.459691,1131 ,0.540309,41 ,0.019358,926 ,0.442294,970 ,0.463367,157 ,0.0749816,373 ,0.178143,77 ,0.0370007,76 ,0.0362656,
Adidas_Originals,2021/2/7,accessories,B1,1292,0.0558654,617 ,0.477199,675 ,0.522801,26 ,0.0199511,595 ,0.460505,591 ,0.457248,80 ,0.0622964,285 ,0.220684,53 ,0.0407166,49 ,0.0378665,
Adidas_Originals,2021/2/8,accessories,B1,1391,0.0572616,664 ,0.477617,727 ,0.522383,30 ,0.0218276,632 ,0.45468,641 ,0.460969,87 ,0.0625231,309 ,0.222346,58 ,0.0418054,49 ,0.0351461,
Adidas_Originals,2021/2/9,accessories,B1,1688,0.0594659,800 ,0.473942,888 ,0.526058,39 ,0.0232986,745 ,0.44114,794 ,0.47057,110 ,0.0649908,359 ,0.212446,67 ,0.0395463,64 ,0.0377069,
Adidas_Originals,2021/2/10,accessories,B1,2113,0.0579412,1008 ,0.476919,1105 ,0.523081,49 ,0.0230807,897 ,0.424441,1023 ,0.484208,144 ,0.0682702,411 ,0.194363,73 ,0.0344995,80 ,0.0376579,
Adidas_Originals,2021/2/11,accessories,B1,930,0.0682519,436 ,0.468841,494 ,0.531159,32 ,0.0343623,400 ,0.429819,454 ,0.488061,44 ,0.0477577,200 ,0.21491,40 ,0.0430984,39 ,0.0419336,
Adidas_Originals,2021/2/12,accessories,B1,1733,0.0460109,829 ,0.47812,904 ,0.52188,28 ,0.0161527,707 ,0.40793,858 ,0.49486,140 ,0.0810573,262 ,0.150954,61 ,0.0349486,64 ,0.0367107,
Adidas_Originals,2021/2/13,accessories,B1,1749,0.040473,878 ,0.502089,871 ,0.497911,37 ,0.021164,696 ,0.398218,885 ,0.505987,131 ,0.074631,294 ,0.168198,64 ,0.0364801,53 ,0.0303537,
Adidas_Originals,2021/2/14,accessories,B1,1994,0.0384675,968 ,0.485354,1026 ,0.514646,32 ,0.0159091,796 ,0.39899,993 ,0.498232,173 ,0.0868687,279 ,0.139899,63 ,0.0315657,55 ,0.0277778,
Adidas_Originals,2021/2/15,accessories,B1,1883,0.0403445,931 ,0.494543,952 ,0.505457,28 ,0.0149055,751 ,0.398989,953 ,0.506255,150 ,0.0798509,310 ,0.164759,67 ,0.0356668,54 ,0.0284802,
Adidas_Originals,2021/2/16,accessories,B1,1626,0.0398803,779 ,0.479146,847 ,0.520854,26 ,0.0158422,675 ,0.415131,813 ,0.500162,112 ,0.0688652,274 ,0.168445,52 ,0.0320078,51 ,0.0313611,
Adidas_Originals,2021/2/17,accessories,B1,1645,0.039609,794 ,0.482535,851 ,0.517465,29 ,0.0179289,672 ,0.408655,814 ,0.4949,129 ,0.0785162,283 ,0.172179,69 ,0.0417311,59 ,0.0361669,
Adidas_Originals,2021/2/18,accessories,B1,1150,0.0535506,503 ,0.437389,647 ,0.562611,24 ,0.0208703,555 ,0.482682,503 ,0.437389,68 ,0.0590586,245 ,0.213144,52 ,0.044849,42 ,0.0364121,
Adidas_Originals,2021/2/19,accessories,B1,1187,0.0575097,506 ,0.426285,681 ,0.573715,20 ,0.0168492,583 ,0.490733,521 ,0.438922,63 ,0.0534962,250 ,0.210615,57 ,0.047599,43 ,0.0358046,
Adidas_Originals,2021/2/20,accessories,B1,1354,0.056358,602 ,0.444901,752 ,0.555099,27 ,0.0197983,642 ,0.474412,613 ,0.452372,72 ,0.053418,272 ,0.200971,69 ,0.0511767,51 ,0.0377288,
Adidas_Originals,2021/2/21,accessories,B1,1956,0.0549161,779 ,0.398384,1177 ,0.601616,46 ,0.0237314,956 ,0.488765,848 ,0.433729,105 ,0.0537743,340 ,0.173946,70 ,0.0355971,65 ,0.0333249,
Adidas_Originals,2021/2/22,accessories,B1,981,0.0674737,424 ,0.43259,557 ,0.56741,26 ,0.0265393,503 ,0.512739,406 ,0.414013,46 ,0.0467091,222 ,0.226645,52 ,0.0525478,39 ,0.0398089,
Adidas_Originals,2021/2/23,accessories,B1,942,0.0583896,409 ,0.433983,533 ,0.566017,15 ,0.0156926,464 ,0.492965,413 ,0.438853,49 ,0.0524892,204 ,0.21645,41 ,0.04329,33 ,0.0351732,
Adidas_Originals,2021/2/24,accessories,B1,911,0.0582704,423 ,0.464346,488 ,0.535654,17 ,0.0190904,463 ,0.508142,384 ,0.421673,47 ,0.0510949,209 ,0.229085,39 ,0.0426727,32 ,0.0348119,
Adidas_Originals,2021/2/25,accessories,B1,1025,0.0601032,455 ,0.443793,570 ,0.556207,21 ,0.0205279,504 ,0.491691,453 ,0.441838,47 ,0.0459433,225 ,0.219941,52 ,0.0508309,36 ,0.0351906,
Adidas_Originals,2021/2/26,accessories,B1,1205,0.0619123,557 ,0.462347,648 ,0.537653,30 ,0.0248212,575 ,0.477493,540 ,0.448044,60 ,0.0496424,266 ,0.220867,59 ,0.0492217,45 ,0.0374422,
Adidas_Originals,2021/2/27,accessories,B1,2129,0.0477547,908 ,0.426355,1221 ,0.573645,42 ,0.0197886,953 ,0.447493,1023 ,0.480324,112 ,0.0523949,350 ,0.16438,68 ,0.0317068,73 ,0.0341803,
Adidas_Originals,2021/2/28,accessories,B1,1626,0.054394,674 ,0.41442,952 ,0.58558,24 ,0.014844,758 ,0.466222,763 ,0.469555,80 ,0.049379,260 ,0.159952,68 ,0.0421085,56 ,0.0342321,
AIMERKIDS,2021/2/1,kids_babies,L3,69,0.0247756,37 ,0.541985,32 ,0.458015,7 ,0.10687,19 ,0.282443,36 ,0.519084,6 ,0.0916031,33 ,0.473282,1 ,0.00763359,0 ,0,
AIMERKIDS,2021/2/2,kids_babies,L3,77,0.025379,47 ,0.608392,30 ,0.391608,5 ,0.0629371,22 ,0.27972,39 ,0.510489,11 ,0.146853,39 ,0.503497,1 ,0.013986,1 ,0.00699301,
AIMERKIDS,2021/2/3,kids_babies,L3,74,0.025974,42 ,0.562963,32 ,0.437037,4 ,0.0592593,26 ,0.348148,35 ,0.466667,9 ,0.125926,33 ,0.451852,1 ,0.00740741,0 ,0,
AIMERKIDS,2021/2/4,kids_babies,L3,75,0.0254929,44 ,0.585185,31 ,0.414815,5 ,0.0666667,29 ,0.385185,32 ,0.422222,9 ,0.125926,34 ,0.451852,0 ,0,1 ,0.00740741,
AIMERKIDS,2021/2/5,kids_babies,L3,83,0.0226158,44 ,0.527027,39 ,0.472973,6 ,0.0675676,27 ,0.324324,42 ,0.5,9 ,0.108108,42 ,0.5,1 ,0.00675676,1 ,0.00675676,
AIMERKIDS,2021/2/6,kids_babies,L3,164,0.0220578,88 ,0.534296,76 ,0.465704,16 ,0.0974729,50 ,0.303249,70 ,0.425993,28 ,0.173285,76 ,0.462094,2 ,0.0144404,1 ,0.00361011,
AIMERKIDS,2021/2/7,kids_babies,L3,115,0.0227633,61 ,0.530233,54 ,0.469767,13 ,0.116279,36 ,0.316279,50 ,0.437209,15 ,0.130233,47 ,0.409302,2 ,0.0139535,1 ,0.00465116,
AIMERKIDS,2021/2/8,kids_babies,L3,137,0.0269951,80 ,0.584416,57 ,0.415584,12 ,0.0865801,38 ,0.277056,74 ,0.536797,14 ,0.0995671,66 ,0.484848,1 ,0.00865801,1 ,0.004329,
AIMERKIDS,2021/2/9,kids_babies,L3,158,0.0252356,91 ,0.573585,67 ,0.426415,11 ,0.0679245,58 ,0.366038,75 ,0.471698,15 ,0.0943396,67 ,0.426415,2 ,0.0113208,1 ,0.00377358,
AIMERKIDS,2021/2/10,kids_babies,L3,203,0.0266509,111 ,0.546269,92 ,0.453731,16 ,0.0776119,78 ,0.385075,88 ,0.435821,21 ,0.101493,79 ,0.38806,1 ,0.00597015,1 ,0.00298507,
AIMERKIDS,2021/2/11,kids_babies,L3,88,0.0255591,50 ,0.571429,38 ,0.428571,13 ,0.142857,31 ,0.353741,35 ,0.394558,10 ,0.108844,35 ,0.401361,1 ,0.00680272,1 ,0.00680272,
AIMERKIDS,2021/2/12,kids_babies,L3,132,0.0179104,69 ,0.523207,63 ,0.476793,16 ,0.118143,38 ,0.28692,58 ,0.438819,21 ,0.156118,57 ,0.43038,1 ,0.00421941,1 ,0.00421941,
AIMERKIDS,2021/2/13,kids_babies,L3,114,0.0118392,61 ,0.535211,53 ,0.464789,13 ,0.117371,33 ,0.29108,51 ,0.450704,16 ,0.140845,48 ,0.41784,1 ,0.00938967,0 ,0,
AIMERKIDS,2021/2/14,kids_babies,L3,110,0.0104622,73 ,0.661376,37 ,0.338624,9 ,0.0793651,31 ,0.280423,54 ,0.486773,17 ,0.153439,55 ,0.502645,0 ,0,0 ,0,
AIMERKIDS,2021/2/15,kids_babies,L3,82,0.00883335,40 ,0.482759,42 ,0.517241,10 ,0.124138,24 ,0.289655,31 ,0.37931,17 ,0.206897,29 ,0.358621,1 ,0.0137931,0 ,0,
AIMERKIDS,2021/2/16,kids_babies,L3,96,0.010568,61 ,0.630573,35 ,0.369427,10 ,0.10828,28 ,0.286624,46 ,0.477707,12 ,0.127389,48 ,0.496815,1 ,0.00636943,0 ,0,
AIMERKIDS,2021/2/17,kids_babies,L3,95,0.010325,57 ,0.603352,38 ,0.396648,11 ,0.117318,31 ,0.324022,46 ,0.480447,7 ,0.0782123,51 ,0.5419,1 ,0.0111732,1 ,0.0111732,
AIMERKIDS,2021/2/18,kids_babies,L3,46,0.0122896,32 ,0.698795,14 ,0.301205,5 ,0.108434,17 ,0.361446,18 ,0.385542,7 ,0.144578,25 ,0.554217,1 ,0.0120482,1 ,0.0120482,
AIMERKIDS,2021/2/19,kids_babies,L3,63,0.0196875,37 ,0.579832,26 ,0.420168,8 ,0.12605,20 ,0.310924,31 ,0.487395,5 ,0.0756303,34 ,0.546219,1 ,0.0168067,1 ,0.00840336,
AIMERKIDS,2021/2/20,kids_babies,L3,67,0.0179049,43 ,0.638655,24 ,0.361345,6 ,0.092437,25 ,0.378151,26 ,0.386555,10 ,0.142857,32 ,0.470588,1 ,0.0168067,0 ,0,
AIMERKIDS,2021/2/21,kids_babies,L3,69,0.0142739,38 ,0.556391,31 ,0.443609,6 ,0.0902256,27 ,0.398496,27 ,0.398496,8 ,0.112782,35 ,0.503759,1 ,0.0075188,0 ,0,
AIMERKIDS,2021/2/22,kids_babies,L3,44,0.0177778,31 ,0.715909,13 ,0.284091,3 ,0.0568182,20 ,0.465909,17 ,0.397727,4 ,0.0795455,28 ,0.625,0 ,0.0113636,0 ,0,
AIMERKIDS,2021/2/23,kids_babies,L3,66,0.0220957,43 ,0.645455,23 ,0.354545,8 ,0.118182,26 ,0.4,27 ,0.409091,5 ,0.0727273,37 ,0.554545,0 ,0,0 ,0,
AIMERKIDS,2021/2/24,kids_babies,L3,45,0.0147348,30 ,0.674157,15 ,0.325843,5 ,0.101124,18 ,0.404494,17 ,0.370786,6 ,0.123596,23 ,0.516854,0 ,0,0 ,0,
AIMERKIDS,2021/2/25,kids_babies,L3,53,0.0189286,31 ,0.584906,22 ,0.415094,3 ,0.0566038,19 ,0.367924,24 ,0.45283,7 ,0.122642,25 ,0.471698,0 ,0.00943396,0 ,0,
AIMERKIDS,2021/2/26,kids_babies,L3,52,0.0140769,30 ,0.57732,22 ,0.42268,8 ,0.14433,20 ,0.381443,19 ,0.360825,6 ,0.113402,26 ,0.505155,0 ,0,0 ,0,
AIMERKIDS,2021/2/27,kids_babies,L3,92,0.0105492,55 ,0.598802,37 ,0.401198,11 ,0.11976,29 ,0.317365,42 ,0.461078,9 ,0.101796,42 ,0.45509,1 ,0.00598802,1 ,0.00598802,
AIMERKIDS,2021/2/28,kids_babies,L3,83,0.0104692,45 ,0.544828,38 ,0.455172,11 ,0.131034,23 ,0.282759,39 ,0.468966,10 ,0.117241,45 ,0.537931,1 ,0.00689655,0 ,0,
ARIOSE_years,2021/2/1,fashions,L2,129,0.0376203,75 ,0.584615,54 ,0.415385,2 ,0.0153846,67 ,0.523077,57 ,0.441026,3 ,0.0205128,66 ,0.512821,13 ,0.102564,9 ,0.0717949,
ARIOSE_years,2021/2/2,fashions,L2,104,0.0307238,58 ,0.555556,46 ,0.444444,1 ,0.0130719,59 ,0.568627,43 ,0.411765,1 ,0.00653595,54 ,0.51634,5 ,0.0457516,4 ,0.0392157,
ARIOSE_years,2021/2/3,fashions,L2,103,0.0296403,65 ,0.627329,38 ,0.372671,1 ,0.0124224,53 ,0.515528,44 ,0.428571,4 ,0.0434783,61 ,0.590062,8 ,0.0745342,8 ,0.0807453,
ARIOSE_years,2021/2/4,fashions,L2,155,0.0398663,95 ,0.613027,60 ,0.386973,2 ,0.0114943,85 ,0.547893,63 ,0.40613,5 ,0.0344828,78 ,0.501916,7 ,0.045977,10 ,0.0651341,
ARIOSE_years,2021/2/5,fashions,L2,160,0.0363636,98 ,0.609375,63 ,0.390625,4 ,0.0273437,81 ,0.503906,67 ,0.417969,8 ,0.0507812,88 ,0.546875,8 ,0.0507813,10 ,0.0625,
ARIOSE_years,2021/2/6,fashions,L2,460,0.0418753,254 ,0.552217,206 ,0.447783,3 ,0.00715308,276 ,0.599428,167 ,0.363376,14 ,0.0300429,225 ,0.48927,18 ,0.0386266,36 ,0.0772532,
ARIOSE_years,2021/2/7,fashions,L2,193,0.036122,114 ,0.592834,79 ,0.407166,3 ,0.0130293,111 ,0.57329,74 ,0.384365,6 ,0.029316,101 ,0.521173,6 ,0.0325733,13 ,0.0684039,
ARIOSE_years,2021/2/8,fashions,L2,234,0.0468094,140 ,0.597297,94 ,0.402703,4 ,0.0162162,129 ,0.551351,89 ,0.381081,12 ,0.0513513,133 ,0.567567,15 ,0.0648649,23 ,0.0972973,
ARIOSE_years,2021/2/9,fashions,L2,327,0.0432311,185 ,0.566667,142 ,0.433333,8 ,0.0254902,169 ,0.517647,140 ,0.427451,10 ,0.0294118,162 ,0.494118,10 ,0.0313725,24 ,0.0745098,
ARIOSE_years,2021/2/10,fashions,L2,497,0.0513059,280 ,0.564304,217 ,0.435696,8 ,0.0170604,314 ,0.631234,158 ,0.317585,17 ,0.0341207,237 ,0.476378,21 ,0.0419947,50 ,0.0997375,
ARIOSE_years,2021/2/11,fashions,L2,141,0.0456016,85 ,0.603524,56 ,0.396476,1 ,0.00881057,79 ,0.559471,58 ,0.414097,2 ,0.0176211,73 ,0.515418,6 ,0.0396476,11 ,0.0792952,
ARIOSE_years,2021/2/12,fashions,L2,354,0.0389954,191 ,0.538168,163 ,0.461832,5 ,0.0152672,215 ,0.60687,126 ,0.354962,8 ,0.0229008,176 ,0.498092,17 ,0.0477099,28 ,0.0801527,
ARIOSE_years,2021/2/13,fashions,L2,481,0.0381232,273 ,0.567867,208 ,0.432133,7 ,0.0138504,282 ,0.587258,181 ,0.376731,11 ,0.0221607,241 ,0.501385,19 ,0.0387812,29 ,0.0609418,
ARIOSE_years,2021/2/14,fashions,L2,591,0.0338876,299 ,0.505543,292 ,0.494457,17 ,0.0288248,320 ,0.54102,236 ,0.399113,18 ,0.0310421,261 ,0.44235,29 ,0.0487805,52 ,0.0886918,
ARIOSE_years,2021/2/15,fashions,L2,518,0.0372153,285 ,0.549422,233 ,0.450578,11 ,0.0205392,287 ,0.554557,209 ,0.404365,11 ,0.0205392,255 ,0.49294,23 ,0.0449294,39 ,0.0757381,
ARIOSE_years,2021/2/16,fashions,L2,446,0.0367441,277 ,0.620482,169 ,0.379518,7 ,0.0150602,265 ,0.59488,162 ,0.362952,12 ,0.0271084,233 ,0.52259,15 ,0.0331325,27 ,0.060241,
ARIOSE_years,2021/2/17,fashions,L2,439,0.0371436,249 ,0.566616,190 ,0.433384,3 ,0.00765697,233 ,0.529862,188 ,0.427259,15 ,0.0352221,226 ,0.514548,19 ,0.0444104,30 ,0.0689127,
ARIOSE_years,2021/2/18,fashions,L2,202,0.036403,121 ,0.599388,81 ,0.400612,2 ,0.0122324,106 ,0.522936,86 ,0.428135,7 ,0.0366972,111 ,0.547401,11 ,0.0519878,11 ,0.0519878,
ARIOSE_years,2021/2/19,fashions,L2,177,0.0372161,117 ,0.662879,60 ,0.337121,3 ,0.0151515,90 ,0.507576,79 ,0.44697,5 ,0.030303,93 ,0.526515,9 ,0.0530303,11 ,0.0606061,
ARIOSE_years,2021/2/20,fashions,L2,252,0.044335,136 ,0.540682,116 ,0.459318,6 ,0.023622,146 ,0.577428,97 ,0.383202,4 ,0.015748,113 ,0.448819,10 ,0.0393701,21 ,0.0813648,
ARIOSE_years,2021/2/21,fashions,L2,401,0.0432485,195 ,0.486903,206 ,0.513097,6 ,0.0138675,253 ,0.631741,130 ,0.323575,12 ,0.0308166,189 ,0.471495,14 ,0.0354391,32 ,0.0785824,
ARIOSE_years,2021/2/22,fashions,L2,149,0.0424018,78 ,0.522088,71 ,0.477912,4 ,0.0281124,86 ,0.574297,57 ,0.381526,2 ,0.0160643,70 ,0.469879,4 ,0.0281125,15 ,0.100402,
ARIOSE_years,2021/2/23,fashions,L2,90,0.0256996,54 ,0.601399,36 ,0.398601,1 ,0.00699301,53 ,0.587413,35 ,0.384615,2 ,0.020979,50 ,0.559441,3 ,0.027972,6 ,0.0699301,
ARIOSE_years,2021/2/24,fashions,L2,167,0.0394426,97 ,0.581395,70 ,0.418605,4 ,0.0265781,90 ,0.538206,67 ,0.401993,6 ,0.0332226,79 ,0.475083,6 ,0.0332226,14 ,0.0830565,
ARIOSE_years,2021/2/25,fashions,L2,156,0.0388253,96 ,0.6125,60 ,0.3875,3 ,0.0166667,91 ,0.583333,55 ,0.354167,7 ,0.0458333,88 ,0.5625,5 ,0.0333333,12 ,0.075,
ARIOSE_years,2021/2/26,fashions,L2,201,0.0437527,110 ,0.547278,91 ,0.452722,1 ,0.00573066,117 ,0.584527,78 ,0.389685,4 ,0.0200573,101 ,0.504298,4 ,0.0200573,16 ,0.0802292,
ARIOSE_years,2021/2/27,fashions,L2,619,0.0502721,365 ,0.589484,254 ,0.410516,11 ,0.0171891,369 ,0.596562,220 ,0.355915,19 ,0.0303337,337 ,0.543984,17 ,0.0273003,40 ,0.0647118,
ARIOSE_years,2021/2/28,fashions,L2,370,0.0436733,212 ,0.574007,158 ,0.425993,5 ,0.0126354,217 ,0.586643,143 ,0.386282,5 ,0.0144404,185 ,0.5,15 ,0.0397112,33 ,0.0902527,
Asics,2021/2/1,accessories,L4,98,0.0434783,54 ,0.553846,44 ,0.446154,2 ,0.0153846,34 ,0.348718,59 ,0.6,4 ,0.0358974,26 ,0.266667,14 ,0.138462,12 ,0.117949,
Asics,2021/2/2,accessories,L4,135,0.0481455,40 ,0.295019,95 ,0.704981,3 ,0.0191571,53 ,0.390805,76 ,0.563218,4 ,0.0268199,17 ,0.122605,9 ,0.0689655,13 ,0.0957854,
Asics,2021/2/3,accessories,L4,118,0.038374,66 ,0.555556,52 ,0.444444,0 ,0,33 ,0.282051,79 ,0.666667,6 ,0.0512821,30 ,0.252137,10 ,0.0811966,13 ,0.106838,
Asics,2021/2/4,accessories,L4,251,0.0751047,54 ,0.213823,197 ,0.786177,4 ,0.0151188,109 ,0.434125,133 ,0.529158,5 ,0.0215983,27 ,0.107991,10 ,0.0388769,23 ,0.0928726,
Asics,2021/2/5,accessories,L4,155,0.0458444,84 ,0.541139,71 ,0.458861,0 ,0.00316456,49 ,0.313291,102 ,0.658228,4 ,0.0253165,42 ,0.272152,13 ,0.0822785,19 ,0.120253,
Asics,2021/2/6,accessories,L4,404,0.055832,163 ,0.402985,241 ,0.597015,8 ,0.0203528,166 ,0.409769,212 ,0.523745,19 ,0.046133,90 ,0.223881,26 ,0.0651289,55 ,0.135685,
Asics,2021/2/7,accessories,L4,160,0.0437637,87 ,0.544892,73 ,0.455108,2 ,0.0123839,57 ,0.356037,94 ,0.585139,7 ,0.0464396,45 ,0.278638,13 ,0.0835913,23 ,0.145511,
