store_name,date,type,floor,enter_number,enter_rate,female_number,female_rate,male_number,male_rate,teenager_number,teenager_rate,youth_number,youth_rate,middle-aged_number,middle-aged_rate,senior_number,senior_rate,has-long-hair_number,has-long-hair_rate,has-hat_number,has-hat_rate,has-glasses_number,has-glasses_rate,dropdown
Carrera_Slot_Car,2021/2/28,kids_babies,L1,723,0.0347396,312 ,0.431193,411 ,0.568807,70 ,0.0963303,280 ,0.38685,322 ,0.445719,51 ,0.0711009,172 ,0.237768,25 ,0.0344037,28 ,0.0382263,
CGV,2021/2/1,fashions,L1,263,0.148336,118 ,0.449339,145 ,0.550661,3 ,0.0132159,137 ,0.522026,112 ,0.42511,10 ,0.0396476,76 ,0.290749,20 ,0.0770925,9 ,0.0352423,
CGV,2021/2/2,fashions,L1,268,0.133466,122 ,0.453782,146 ,0.546218,3 ,0.0105042,149 ,0.556723,110 ,0.409664,6 ,0.0231092,77 ,0.287815,15 ,0.0546218,6 ,0.0231092,
CGV,2021/2/3,fashions,L1,234,0.134097,92 ,0.39314,142 ,0.60686,4 ,0.0184697,122 ,0.522427,99 ,0.422164,9 ,0.0369393,57 ,0.245383,17 ,0.0712401,13 ,0.055409,
CGV,2021/2/4,fashions,L1,321,0.131828,133 ,0.41331,188 ,0.58669,3 ,0.00875657,166 ,0.516638,136 ,0.423818,16 ,0.0507881,84 ,0.262697,26 ,0.0805604,10 ,0.0297723,
CGV,2021/2/5,fashions,L1,411,0.138664,175 ,0.426901,236 ,0.573099,4 ,0.00877193,218 ,0.530702,175 ,0.426901,14 ,0.0336257,113 ,0.274854,18 ,0.0438596,16 ,0.0380117,
CGV,2021/2/6,fashions,L1,338,0.10523,141 ,0.416529,197 ,0.583471,7 ,0.0198347,186 ,0.550413,130 ,0.385124,15 ,0.0446281,88 ,0.261157,22 ,0.0644628,15 ,0.0429752,
CGV,2021/2/7,fashions,L1,328,0.120588,136 ,0.416071,192 ,0.583929,8 ,0.0232143,179 ,0.544643,128 ,0.391071,13 ,0.0410714,86 ,0.260714,18 ,0.0553571,13 ,0.0410714,
CGV,2021/2/8,fashions,L1,294,0.115748,125 ,0.423598,169 ,0.576402,5 ,0.0174081,171 ,0.582205,108 ,0.367505,10 ,0.032882,77 ,0.263056,17 ,0.0580271,7 ,0.0232108,
CGV,2021/2/9,fashions,L1,351,0.118782,147 ,0.417618,204 ,0.582382,7 ,0.0195759,175 ,0.499184,149 ,0.424144,20 ,0.0570962,76 ,0.215334,23 ,0.0668842,8 ,0.0228385,
CGV,2021/2/10,fashions,L1,392,0.12155,168 ,0.428363,224 ,0.571637,10 ,0.0263158,206 ,0.524854,158 ,0.403509,18 ,0.0453216,99 ,0.251462,17 ,0.0423977,17 ,0.0438596,
CGV,2021/2/11,fashions,L1,269,0.188112,87 ,0.325,182 ,0.675,4 ,0.0166667,114 ,0.422917,137 ,0.508333,14 ,0.0520833,42 ,0.15625,13 ,0.0479167,6 ,0.0208333,
CGV,2021/2/12,fashions,L1,399,0.138783,173 ,0.433511,226 ,0.566489,8 ,0.0212766,190 ,0.476064,181 ,0.454787,19 ,0.0478723,85 ,0.214096,22 ,0.0558511,22 ,0.0545213,
CGV,2021/2/13,fashions,L1,526,0.0878717,244 ,0.463124,282 ,0.536876,9 ,0.0173536,262 ,0.497831,233 ,0.442516,22 ,0.0422994,132 ,0.251627,18 ,0.0336226,19 ,0.0368764,
CGV,2021/2/14,fashions,L1,687,0.0693869,304 ,0.441841,383 ,0.558159,14 ,0.0209205,344 ,0.500418,282 ,0.410879,47 ,0.0677824,157 ,0.228452,29 ,0.0426778,16 ,0.023431,
CGV,2021/2/15,fashions,L1,619,0.0761284,279 ,0.450137,340 ,0.549863,12 ,0.0192132,293 ,0.47301,284 ,0.458371,31 ,0.0494053,147 ,0.237877,31 ,0.0494053,17 ,0.0274474,
CGV,2021/2/16,fashions,L1,479,0.0821331,205 ,0.427725,274 ,0.572275,10 ,0.0201422,241 ,0.50237,201 ,0.419431,28 ,0.0580569,135 ,0.280806,23 ,0.0485782,15 ,0.0319905,
CGV,2021/2/17,fashions,L1,471,0.0736859,217 ,0.460241,254 ,0.539759,12 ,0.0253012,239 ,0.507229,203 ,0.430121,18 ,0.0373494,116 ,0.245783,16 ,0.0349398,12 ,0.0253012,
CGV,2021/2/18,fashions,L1,306,0.109953,120 ,0.393443,186 ,0.606557,2 ,0.00728597,154 ,0.504554,137 ,0.446266,13 ,0.0418944,71 ,0.23133,14 ,0.0455373,12 ,0.0400729,
CGV,2021/2/19,fashions,L1,161,0.0639905,60 ,0.374101,101 ,0.625899,3 ,0.0215827,80 ,0.496403,70 ,0.435252,8 ,0.0467626,36 ,0.226619,9 ,0.057554,3 ,0.0179856,
CGV,2021/2/20,fashions,L1,352,0.112929,140 ,0.398291,212 ,0.601709,3 ,0.00854701,198 ,0.562393,134 ,0.379487,17 ,0.0495727,103 ,0.294017,23 ,0.0649573,16 ,0.0461538,
CGV,2021/2/21,fashions,L1,378,0.0945946,168 ,0.444606,210 ,0.555394,6 ,0.0145773,220 ,0.581633,135 ,0.357143,18 ,0.0466472,105 ,0.276968,18 ,0.048105,12 ,0.03207,
CGV,2021/2/22,fashions,L1,233,0.115289,92 ,0.39627,141 ,0.60373,3 ,0.011655,129 ,0.554779,93 ,0.400932,8 ,0.032634,65 ,0.277389,9 ,0.037296,8 ,0.032634,
CGV,2021/2/23,fashions,L1,236,0.114286,101 ,0.428571,135 ,0.571429,5 ,0.0197044,140 ,0.591133,87 ,0.366995,5 ,0.0221675,73 ,0.310345,10 ,0.044335,10 ,0.0418719,
CGV,2021/2/24,fashions,L1,262,0.110923,105 ,0.402222,157 ,0.597778,2 ,0.00666667,136 ,0.52,114 ,0.435556,10 ,0.0377778,61 ,0.233333,16 ,0.06,12 ,0.0444444,
CGV,2021/2/25,fashions,L1,252,0.114079,96 ,0.379717,156 ,0.620283,3 ,0.0117925,138 ,0.54717,100 ,0.398585,11 ,0.0424528,58 ,0.231132,18 ,0.0731132,14 ,0.0542453,
CGV,2021/2/26,fashions,L1,270,0.0877763,107 ,0.395652,163 ,0.604348,4 ,0.0152174,143 ,0.530435,110 ,0.408696,12 ,0.0456522,52 ,0.191304,21 ,0.076087,10 ,0.0369565,
CGV,2021/2/27,fashions,L1,409,0.0742826,184 ,0.449502,225 ,0.550498,10 ,0.0256045,214 ,0.523471,158 ,0.385491,27 ,0.0654339,104 ,0.253201,21 ,0.0512091,13 ,0.0312945,
CGV,2021/2/28,fashions,L1,356,0.0961383,150 ,0.420732,206 ,0.579268,11 ,0.0304878,174 ,0.489329,151 ,0.425305,20 ,0.0548781,74 ,0.207317,19 ,0.0533537,17 ,0.0472561,
Cici_Beauty,2021/2/1,fashions,B2,11,0.000719236,4 ,0.380952,7 ,0.619048,0 ,0,4 ,0.380952,6 ,0.571429,1 ,0.047619,3 ,0.238095,0 ,0,0 ,0,
Cici_Beauty,2021/2/3,fashions,B2,12,0.000740604,6 ,0.464286,6 ,0.535714,1 ,0.107143,4 ,0.357143,6 ,0.464286,1 ,0.0714286,3 ,0.25,0 ,0,0 ,0.0357143,
Cici_Beauty,2021/2/4,fashions,B2,16,0.000931641,6 ,0.384615,10 ,0.615385,0 ,0,9 ,0.538462,7 ,0.423077,1 ,0.0384615,5 ,0.307692,0 ,0,0 ,0,
Cici_Beauty,2021/2/10,fashions,B2,21,0.000696702,5 ,0.242424,16 ,0.757576,1 ,0.030303,10 ,0.454545,11 ,0.515152,0 ,0,2 ,0.0909091,0 ,0,0 ,0,
Cici_Beauty,2021/2/13,fashions,B2,14,0.000396342,5 ,0.392857,9 ,0.607143,1 ,0.0357143,6 ,0.428571,7 ,0.464286,1 ,0.0714286,3 ,0.214286,0 ,0,0 ,0,
Cici_Beauty,2021/2/14,fashions,B2,12,0.000273137,5 ,0.409091,7 ,0.590909,1 ,0.0454545,7 ,0.545455,4 ,0.318182,1 ,0.0909091,2 ,0.181818,1 ,0.0454545,0 ,0,
Cici_Beauty,2021/2/20,fashions,B2,17,0.000681417,4 ,0.259259,13 ,0.740741,1 ,0.037037,7 ,0.407407,9 ,0.555556,0 ,0,1 ,0.0740741,1 ,0.037037,1 ,0.0740741,
Cici_Beauty,2021/2/21,fashions,B2,13,0.000417939,2 ,0.129032,11 ,0.870968,0 ,0.0322581,9 ,0.677419,3 ,0.258065,0 ,0.0322581,1 ,0.0645161,1 ,0.0645161,0 ,0,
Cici_Beauty,2021/2/22,fashions,B2,12,0.000693922,3 ,0.238095,9 ,0.761905,1 ,0.047619,7 ,0.571429,4 ,0.333333,1 ,0.047619,2 ,0.190476,0 ,0,1 ,0.0952381,
Cici_Beauty,2021/2/23,fashions,B2,24,0.00128294,8 ,0.325,16 ,0.675,0 ,0,14 ,0.575,10 ,0.425,0 ,0,8 ,0.35,1 ,0.05,1 ,0.025,
Cici_Beauty,2021/2/25,fashions,B2,11,0.000541899,4 ,0.375,7 ,0.625,0 ,0.0416667,4 ,0.333333,6 ,0.541667,1 ,0.0833333,2 ,0.208333,0 ,0,0 ,0.0416667,
Cici_Beauty,2021/2/26,fashions,B2,14,0.000644538,4 ,0.3,10 ,0.7,0 ,0.0333333,9 ,0.633333,4 ,0.3,0 ,0.0333333,2 ,0.166667,0 ,0,0 ,0,
Cici_Beauty,2021/2/28,fashions,B2,27,0.000975645,10 ,0.365854,17 ,0.634146,1 ,0.0487805,15 ,0.560976,11 ,0.390244,0 ,0,7 ,0.243902,0 ,0,1 ,0.0487805,
City_Garden,2021/2/5,fashions,L5,12,0.0028103,6 ,0.5,6 ,0.5,0 ,0,8 ,0.642857,3 ,0.214286,2 ,0.142857,3 ,0.285714,1 ,0.0714286,0 ,0,
City_Garden,2021/2/6,fashions,L5,19,0.0026334,10 ,0.516129,9 ,0.483871,1 ,0.0322581,7 ,0.354839,11 ,0.580645,1 ,0.0322581,1 ,0.0645161,2 ,0.0967742,0 ,0,
City_Garden,2021/2/7,fashions,L5,13,0.00291741,4 ,0.307692,9 ,0.692308,0 ,0.0384615,8 ,0.615385,4 ,0.307692,0 ,0.0384615,2 ,0.153846,0 ,0,0 ,0,
City_Garden,2021/2/10,fashions,L5,12,0.00167856,6 ,0.470588,6 ,0.529412,0 ,0,6 ,0.529412,4 ,0.352941,1 ,0.117647,1 ,0.0588235,0 ,0,0 ,0,
City_Garden,2021/2/12,fashions,L5,30,0.00317931,13 ,0.428571,17 ,0.571429,2 ,0.0714286,13 ,0.428571,14 ,0.452381,1 ,0.047619,4 ,0.119048,1 ,0.0238095,0 ,0,
City_Garden,2021/2/13,fashions,L5,33,0.00218876,16 ,0.472727,17 ,0.527273,1 ,0.0363636,13 ,0.4,14 ,0.436364,4 ,0.127273,2 ,0.0545455,1 ,0.0363636,0 ,0,
City_Garden,2021/2/14,fashions,L5,100,0.0039384,37 ,0.365854,63 ,0.634146,1 ,0.00609756,45 ,0.451219,38 ,0.384146,16 ,0.158537,11 ,0.109756,8 ,0.0792683,1 ,0.00609756,
City_Garden,2021/2/15,fashions,L5,39,0.00196246,19 ,0.47541,20 ,0.52459,1 ,0.0163934,16 ,0.409836,15 ,0.393443,7 ,0.180328,6 ,0.147541,4 ,0.0983607,0 ,0,
City_Garden,2021/2/16,fashions,L5,30,0.00229078,16 ,0.534884,14 ,0.465116,0 ,0,17 ,0.581395,12 ,0.395349,1 ,0.0232558,6 ,0.186047,0 ,0,0 ,0,
City_Garden,2021/2/17,fashions,L5,22,0.00130937,12 ,0.560976,10 ,0.439024,0 ,0,13 ,0.585366,5 ,0.243902,4 ,0.170732,3 ,0.146341,3 ,0.121951,0 ,0,
City_Garden,2021/2/20,fashions,L5,18,0.00268097,3 ,0.192308,15 ,0.807692,0 ,0,11 ,0.615385,4 ,0.230769,3 ,0.153846,1 ,0.0384615,1 ,0.0384615,0 ,0,
City_Garden,2021/2/21,fashions,L5,27,0.00282693,10 ,0.372093,17 ,0.627907,0 ,0,19 ,0.697674,8 ,0.27907,1 ,0.0232558,4 ,0.162791,0 ,0,0 ,0,
City_Garden,2021/2/23,fashions,L5,11,0.00301949,1 ,0.133333,10 ,0.866667,0 ,0,5 ,0.466667,4 ,0.4,1 ,0.133333,0 ,0,0 ,0,0 ,0,
City_Garden,2021/2/26,fashions,L5,45,0.00587314,11 ,0.246154,34 ,0.753846,0 ,0,17 ,0.369231,15 ,0.338462,13 ,0.292308,3 ,0.0769231,2 ,0.0461538,0 ,0,
City_Garden,2021/2/27,fashions,L5,85,0.00500677,35 ,0.408696,50 ,0.591304,1 ,0.00869565,36 ,0.426087,31 ,0.365217,17 ,0.2,7 ,0.0869565,5 ,0.0608696,0 ,0,
City_Garden,2021/2/28,fashions,L5,25,0.0029509,11 ,0.4375,14 ,0.5625,1 ,0.03125,13 ,0.5,10 ,0.40625,2 ,0.0625,4 ,0.15625,0 ,0,1 ,0.03125,
Cool_zone,2021/2/1,kids_babies,L3,41,0.0163217,17 ,0.423077,24 ,0.576923,4 ,0.0897436,12 ,0.294872,24 ,0.589743,1 ,0.025641,12 ,0.282051,7 ,0.166667,2 ,0.0512821,
Cool_zone,2021/2/2,kids_babies,L3,74,0.0261762,26 ,0.34507,48 ,0.65493,5 ,0.0704225,31 ,0.422535,36 ,0.492958,1 ,0.0140845,14 ,0.183099,6 ,0.0774648,2 ,0.0211268,
Cool_zone,2021/2/3,kids_babies,L3,37,0.0139202,14 ,0.388889,23 ,0.611111,1 ,0.0138889,20 ,0.527778,16 ,0.444444,1 ,0.0138889,10 ,0.263889,6 ,0.152778,0 ,0,
Cool_zone,2021/2/4,kids_babies,L3,35,0.0140281,14 ,0.393939,21 ,0.606061,4 ,0.106061,17 ,0.484848,14 ,0.393939,1 ,0.0151515,8 ,0.242424,3 ,0.0757576,2 ,0.0454545,
Cool_zone,2021/2/5,kids_babies,L3,101,0.0337229,53 ,0.52381,48 ,0.47619,5 ,0.0523809,46 ,0.457143,44 ,0.438095,5 ,0.0523809,36 ,0.357143,4 ,0.0380952,6 ,0.0619048,
Cool_zone,2021/2/6,kids_babies,L3,108,0.0328667,38 ,0.35426,70 ,0.64574,16 ,0.147982,43 ,0.399103,45 ,0.412556,4 ,0.0403587,25 ,0.2287,4 ,0.0358744,5 ,0.044843,
Cool_zone,2021/2/7,kids_babies,L3,68,0.0225389,26 ,0.386861,42 ,0.613139,5 ,0.080292,33 ,0.481752,27 ,0.394161,3 ,0.0437956,20 ,0.29927,7 ,0.10219,1 ,0.0145985,
Cool_zone,2021/2/8,kids_babies,L3,47,0.0163365,20 ,0.419355,27 ,0.580645,7 ,0.139785,13 ,0.27957,25 ,0.526882,3 ,0.0537634,12 ,0.247312,6 ,0.11828,5 ,0.0967742,
Cool_zone,2021/2/9,kids_babies,L3,34,0.0116838,13 ,0.378788,21 ,0.621212,4 ,0.106061,16 ,0.469697,12 ,0.363636,2 ,0.0606061,8 ,0.227273,3 ,0.0909091,2 ,0.0454545,
Cool_zone,2021/2/10,kids_babies,L3,48,0.0169492,16 ,0.329787,32 ,0.670213,9 ,0.180851,14 ,0.297872,22 ,0.468085,3 ,0.0531915,14 ,0.287234,2 ,0.0425532,3 ,0.0638298,
Cool_zone,2021/2/11,kids_babies,L3,14,0.00912052,11 ,0.75,4 ,0.25,2 ,0.166667,2 ,0.166667,9 ,0.625,1 ,0.0416667,6 ,0.458333,1 ,0.0833333,1 ,0.0416667,
Cool_zone,2021/2/12,kids_babies,L3,80,0.023068,41 ,0.510067,39 ,0.489933,5 ,0.0671141,25 ,0.308725,40 ,0.503356,10 ,0.120805,17 ,0.208054,7 ,0.0872483,4 ,0.0469799,
Cool_zone,2021/2/13,kids_babies,L3,60,0.0156169,28 ,0.463415,32 ,0.536585,8 ,0.130081,26 ,0.430894,25 ,0.414634,1 ,0.0243902,20 ,0.333333,4 ,0.0731707,5 ,0.0813008,
Cool_zone,2021/2/14,kids_babies,L3,71,0.0184992,33 ,0.462121,38 ,0.537879,8 ,0.113636,26 ,0.363636,30 ,0.424242,7 ,0.0984849,25 ,0.356061,8 ,0.113636,3 ,0.0378788,
Cool_zone,2021/2/15,kids_babies,L3,46,0.0126687,17 ,0.372549,29 ,0.627451,5 ,0.117647,21 ,0.460784,18 ,0.392157,1 ,0.0294118,12 ,0.264706,2 ,0.0392157,3 ,0.0588235,
Cool_zone,2021/2/16,kids_babies,L3,44,0.0120153,23 ,0.518519,21 ,0.481481,4 ,0.0864197,22 ,0.506173,15 ,0.345679,3 ,0.0617284,14 ,0.320988,4 ,0.0987654,3 ,0.0740741,
Cool_zone,2021/2/17,kids_babies,L3,51,0.0134636,25 ,0.490385,26 ,0.509615,4 ,0.0769231,21 ,0.413462,24 ,0.471154,2 ,0.0384615,16 ,0.307692,4 ,0.0865385,5 ,0.105769,
Cool_zone,2021/2/18,kids_babies,L3,48,0.019025,18 ,0.376238,30 ,0.623762,10 ,0.19802,21 ,0.435644,16 ,0.336634,1 ,0.029703,16 ,0.336634,2 ,0.0495049,4 ,0.0792079,
Cool_zone,2021/2/19,kids_babies,L3,86,0.0327994,43 ,0.496894,43 ,0.503106,6 ,0.0745342,36 ,0.42236,38 ,0.447205,5 ,0.0559006,22 ,0.26087,10 ,0.118012,2 ,0.0248447,
Cool_zone,2021/2/20,kids_babies,L3,70,0.0242215,24 ,0.348148,46 ,0.651852,7 ,0.0962963,38 ,0.540741,22 ,0.311111,4 ,0.0518519,16 ,0.22963,6 ,0.0888889,3 ,0.0444444,
Cool_zone,2021/2/21,kids_babies,L3,111,0.0348947,43 ,0.385366,68 ,0.614634,15 ,0.136585,54 ,0.482927,37 ,0.331707,5 ,0.0487805,25 ,0.229268,7 ,0.0634146,6 ,0.0536585,
Cool_zone,2021/2/22,kids_babies,L3,76,0.0327586,36 ,0.468085,40 ,0.531915,4 ,0.0496454,40 ,0.531915,29 ,0.375887,3 ,0.0425532,22 ,0.29078,6 ,0.0851064,2 ,0.0212766,
Cool_zone,2021/2/23,kids_babies,L3,133,0.0396896,49 ,0.370079,84 ,0.629921,12 ,0.0866142,65 ,0.488189,49 ,0.370079,7 ,0.0551181,32 ,0.244094,8 ,0.0590551,5 ,0.0393701,
Cool_zone,2021/2/24,kids_babies,L3,78,0.0259222,41 ,0.530201,37 ,0.469799,8 ,0.107383,31 ,0.402685,36 ,0.463087,2 ,0.0268456,26 ,0.328859,7 ,0.0872483,2 ,0.0268456,
Cool_zone,2021/2/25,kids_babies,L3,77,0.0294343,30 ,0.390411,47 ,0.609589,7 ,0.0890411,32 ,0.417808,34 ,0.438356,4 ,0.0547945,21 ,0.267123,8 ,0.10274,3 ,0.0410959,
Cool_zone,2021/2/26,kids_babies,L3,147,0.0431718,56 ,0.379791,91 ,0.620209,18 ,0.125436,54 ,0.365854,67 ,0.456446,8 ,0.0522648,33 ,0.222997,13 ,0.0905923,3 ,0.0174216,
Cool_zone,2021/2/27,kids_babies,L3,221,0.0458697,79 ,0.35814,142 ,0.64186,21 ,0.0953488,100 ,0.453488,88 ,0.4,11 ,0.0511628,50 ,0.225581,24 ,0.109302,13 ,0.0581395,
Cool_zone,2021/2/28,kids_babies,L3,266,0.0473394,127 ,0.476954,139 ,0.523046,26 ,0.0981964,106 ,0.398798,119 ,0.446894,15 ,0.0561122,87 ,0.328657,18 ,0.0661323,18 ,0.0661323,
DJI,2021/2/1,consumer_electronics,B2,26,0.00170001,5 ,0.2,21 ,0.8,1 ,0.0222222,9 ,0.333333,15 ,0.577778,2 ,0.0666667,3 ,0.111111,1 ,0.0444444,1 ,0.0222222,
DJI,2021/2/2,consumer_electronics,B2,14,0.000842308,5 ,0.333333,9 ,0.666667,1 ,0.0952381,7 ,0.52381,5 ,0.380952,0 ,0,4 ,0.285714,1 ,0.0476191,0 ,0,
DJI,2021/2/3,consumer_electronics,B2,27,0.00166636,5 ,0.176471,22 ,0.823529,0 ,0,10 ,0.372549,16 ,0.607843,1 ,0.0196078,5 ,0.176471,1 ,0.0196078,0 ,0,
DJI,2021/2/4,consumer_electronics,B2,26,0.00151392,6 ,0.23913,20 ,0.76087,0 ,0,10 ,0.369565,15 ,0.565217,2 ,0.0652174,3 ,0.130435,1 ,0.0217391,1 ,0.0217391,
DJI,2021/2/5,consumer_electronics,B2,39,0.00191674,8 ,0.205128,31 ,0.794872,0 ,0,12 ,0.307692,24 ,0.628205,3 ,0.0641026,7 ,0.166667,0 ,0.0128205,0 ,0.0128205,
DJI,2021/2/6,consumer_electronics,B2,192,0.00586421,47 ,0.24734,145 ,0.75266,6 ,0.0292553,64 ,0.332447,109 ,0.566489,14 ,0.0718085,33 ,0.170213,9 ,0.0478723,3 ,0.0159574,
DJI,2021/2/7,consumer_electronics,B2,31,0.00130647,10 ,0.320755,21 ,0.679245,1 ,0.0377358,13 ,0.415094,16 ,0.509434,1 ,0.0377358,6 ,0.207547,1 ,0.0188679,0 ,0,
DJI,2021/2/8,consumer_electronics,B2,45,0.00196928,19 ,0.414286,26 ,0.585714,1 ,0.0142857,18 ,0.4,24 ,0.528571,3 ,0.0571429,8 ,0.171429,1 ,0.0285714,0 ,0,
DJI,2021/2/9,consumer_electronics,B2,47,0.0018973,14 ,0.298851,33 ,0.701149,1 ,0.0229885,15 ,0.321839,26 ,0.563218,4 ,0.091954,4 ,0.091954,2 ,0.045977,1 ,0.0229885,
DJI,2021/2/10,consumer_electronics,B2,95,0.00315175,28 ,0.295082,67 ,0.704918,5 ,0.0546448,28 ,0.289618,55 ,0.579235,7 ,0.0765027,12 ,0.125683,4 ,0.0437158,1 ,0.010929,
DJI,2021/2/11,consumer_electronics,B2,16,0.00118448,6 ,0.363636,10 ,0.636364,0 ,0,8 ,0.484848,8 ,0.484848,0 ,0.030303,4 ,0.242424,0 ,0,0 ,0,
DJI,2021/2/12,consumer_electronics,B2,199,0.00680202,53 ,0.266491,146 ,0.733509,7 ,0.0369393,60 ,0.300792,122 ,0.612137,10 ,0.0501319,31 ,0.155673,5 ,0.0263852,3 ,0.0158311,
DJI,2021/2/13,consumer_electronics,B2,185,0.00523738,51 ,0.277778,134 ,0.722222,6 ,0.0350877,60 ,0.324561,109 ,0.587719,10 ,0.0526316,20 ,0.108187,3 ,0.0175439,2 ,0.00877193,
DJI,2021/2/14,consumer_electronics,B2,351,0.00798926,108 ,0.308307,243 ,0.691693,12 ,0.0351438,98 ,0.279553,214 ,0.608626,27 ,0.0766773,59 ,0.169329,18 ,0.0511182,2 ,0.00638978,
DJI,2021/2/15,consumer_electronics,B2,212,0.00535638,70 ,0.33,142 ,0.67,4 ,0.0175,68 ,0.3225,124 ,0.585,16 ,0.075,38 ,0.1775,8 ,0.04,1 ,0.0025,
DJI,2021/2/16,consumer_electronics,B2,93,0.0027585,32 ,0.348387,61 ,0.651613,4 ,0.0387097,28 ,0.296774,55 ,0.593548,7 ,0.0709677,17 ,0.187097,2 ,0.0258065,1 ,0.00645161,
DJI,2021/2/17,consumer_electronics,B2,102,0.00284036,36 ,0.349206,66 ,0.650794,3 ,0.026455,32 ,0.312169,59 ,0.582011,8 ,0.0793651,17 ,0.169312,6 ,0.0634921,1 ,0.010582,
DJI,2021/2/18,consumer_electronics,B2,35,0.00146609,10 ,0.289855,25 ,0.710145,2 ,0.0434783,10 ,0.289855,22 ,0.637681,1 ,0.0289855,7 ,0.188406,1 ,0.0289855,1 ,0.0144928,
DJI,2021/2/19,consumer_electronics,B2,59,0.00258749,17 ,0.285714,42 ,0.714286,1 ,0.0168067,25 ,0.420168,30 ,0.512605,3 ,0.0504202,9 ,0.15126,3 ,0.0588235,1 ,0.0252101,
DJI,2021/2/20,consumer_electronics,B2,72,0.002886,22 ,0.310077,50 ,0.689923,2 ,0.0310077,27 ,0.379845,39 ,0.534884,4 ,0.0542636,16 ,0.224806,1 ,0.0155039,1 ,0.00775194,
DJI,2021/2/21,consumer_electronics,B2,104,0.00334351,32 ,0.306533,72 ,0.693467,4 ,0.0351759,35 ,0.336683,56 ,0.542714,9 ,0.0854271,13 ,0.125628,5 ,0.0502513,2 ,0.0150754,
DJI,2021/2/22,consumer_electronics,B2,21,0.00121345,2 ,0.111111,19 ,0.888889,0 ,0.0222222,4 ,0.2,15 ,0.711111,1 ,0.0666667,2 ,0.111111,1 ,0.0666667,0 ,0.0222222,
DJI,2021/2/23,consumer_electronics,B2,22,0.00117603,8 ,0.367347,14 ,0.632653,0 ,0,9 ,0.408163,13 ,0.591837,0 ,0,6 ,0.285714,1 ,0.0408163,0 ,0.0204082,
DJI,2021/2/24,consumer_electronics,B2,37,0.00195261,10 ,0.266667,27 ,0.733333,2 ,0.0533333,13 ,0.346667,21 ,0.56,1 ,0.04,4 ,0.106667,2 ,0.0533333,2 ,0.0533333,
DJI,2021/2/25,consumer_electronics,B2,59,0.00290655,16 ,0.266055,43 ,0.733945,3 ,0.0550459,17 ,0.284404,38 ,0.651376,1 ,0.00917431,5 ,0.0917431,2 ,0.0366972,3 ,0.0458716,
DJI,2021/2/26,consumer_electronics,B2,54,0.00248607,14 ,0.266667,40 ,0.733333,1 ,0.0111111,18 ,0.333333,29 ,0.533333,7 ,0.122222,5 ,0.0888889,4 ,0.0777778,2 ,0.0444444,
DJI,2021/2/27,consumer_electronics,B2,251,0.00621641,69 ,0.274262,182 ,0.725738,7 ,0.0295359,81 ,0.322785,152 ,0.605485,11 ,0.0421941,26 ,0.103376,11 ,0.0421941,3 ,0.0126582,
DJI,2021/2/28,consumer_electronics,B2,154,0.00554435,43 ,0.282051,111 ,0.717949,5 ,0.032967,41 ,0.267399,98 ,0.637363,10 ,0.0622711,11 ,0.0732601,4 ,0.025641,2 ,0.014652,
Duniang_Hotpot,2021/2/1,food,B1,201,0.0596085,63 ,0.31457,138 ,0.68543,3 ,0.0165563,66 ,0.327815,75 ,0.370861,57 ,0.284768,33 ,0.162252,7 ,0.0364238,0 ,0,
Duniang_Hotpot,2021/2/2,food,B1,161,0.0422794,49 ,0.302521,112 ,0.697479,1 ,0.00420168,60 ,0.369748,69 ,0.428571,32 ,0.197479,22 ,0.134454,5 ,0.0336134,0 ,0,
Duniang_Hotpot,2021/2/3,food,B1,142,0.0437192,36 ,0.253394,106 ,0.746606,1 ,0.00452489,48 ,0.334842,51 ,0.361991,42 ,0.298643,19 ,0.135747,8 ,0.0542986,1 ,0.00452489,
Duniang_Hotpot,2021/2/4,food,B1,266,0.0456652,99 ,0.371111,167 ,0.628889,5 ,0.02,101 ,0.38,112 ,0.422222,47 ,0.177778,34 ,0.126667,15 ,0.0555556,0 ,0,
Duniang_Hotpot,2021/2/5,food,B1,398,0.0374236,142 ,0.356749,256 ,0.643251,5 ,0.0137741,116 ,0.292011,200 ,0.502755,76 ,0.19146,51 ,0.128099,25 ,0.0619835,1 ,0.00137741,
Duniang_Hotpot,2021/2/6,food,B1,685,0.0331944,248 ,0.362664,437 ,0.637336,4 ,0.00575658,237 ,0.346217,308 ,0.449013,136 ,0.199013,86 ,0.125822,40 ,0.0583882,5 ,0.00740132,
Duniang_Hotpot,2021/2/7,food,B1,184,0.0248146,69 ,0.376471,115 ,0.623529,1 ,0.00588235,78 ,0.423529,77 ,0.420588,28 ,0.15,31 ,0.167647,11 ,0.0588235,1 ,0.00588235,
Duniang_Hotpot,2021/2/8,food,B1,405,0.0553733,111 ,0.275216,294 ,0.724784,5 ,0.0115274,118 ,0.292507,184 ,0.455331,97 ,0.240634,36 ,0.0878963,64 ,0.158501,2 ,0.00576369,
Duniang_Hotpot,2021/2/9,food,B1,295,0.0357143,82 ,0.277344,213 ,0.722656,6 ,0.0195312,115 ,0.390625,139 ,0.472656,35 ,0.117188,31 ,0.105469,27 ,0.0898438,2 ,0.00585938,
