store_name,date,type,floor,enter_cnt,exit_cnt,enter_rate,watcher_cnt,female,ageless16,age17to30,age31to45,age46to60,bodyfat,bodynormal,bodythin,customer,employee,hs_baldhead,hs_hat,hs_glasses
simonin,2021-02-13,fashions,L2,283,265,0.022430055,1197,0.642336,0.0255474,0.45073,0.474452,0.0492701,0.0218978,0.95073,0.0273723,1,0,0,0.0456204,0.0474453
OSIM,2021-02-01,consumer electronics,L4,94,82,0.023158413,433,0.772727,0.0625,0.301136,0.613636,0.0227273,0.0113636,0.948864,0.0397727,1,0,0,0.0227273,0.0397727
Pandora,2021-02-02,fashions,L1,90,91,0.064701653,70,0.78453,0.0497238,0.530387,0.40884,0.0110497,0.0220995,0.944751,0.0331492,0.994475,0.00552486,0,0.038674,0.0331492
Adidas Originals,2021-02-02,accessories,B1,802,657,0.054343407,1646,0.459904,0.0157642,0.488691,0.440713,0.0548321,0.0281014,0.964359,0.00753941,1,0,0,0.0520905,0.0418095
ZARA,2021-02-06,facilities,L1,1671,1622,0.056674807,861,0.573945,0.0449438,0.574248,0.334649,0.0461585,0.0188278,0.933495,0.0476769,1,0,0,0.0464622,0.0188278
Miniso,2021-02-03,kids & babies,B1,854,1122,0.067982805,1398,0.785425,0.0668016,0.529352,0.362348,0.041498,0.00354251,0.978745,0.0177126,1,0,0,0.0253036,0.0055668
JINS,2021-02-09,fashions,B1,565,492,0.03384855,2762,0.605487,0.0227058,0.396405,0.483444,0.0974456,0.0444655,0.923368,0.0321665,0.998108,0.00189215,0,0.0529801,0.0491958
ZARA,2021-02-08,facilities,L1,1281,1283,0.071000998,387,0.607644,0.0514821,0.583463,0.328393,0.0366615,0.0202808,0.921217,0.0585023,0.99961,0.000390016,0,0.075663,0.0179407
PERFECT DIARY,2021-02-11,kids & babies,B1,1962,1640,0.043784869,558,0.710161,0.0716269,0.496946,0.378123,0.0533037,0.0327596,0.935591,0.0316491,0.998334,0.00166574,0.000555247,0.0372016,0.0327596
PERFECT DIARY,2021-02-12,kids & babies,B1,5344,4294,0.043629476,2816,0.710313,0.0506329,0.520855,0.34779,0.0807221,0.0271841,0.941482,0.0313343,0.997925,0.00207512,0.00124507,0.0377672,0.0244864
Miniso,2021-02-17,kids & babies,B1,1860,2356,0.052080417,4799,0.766841,0.0711575,0.488378,0.377609,0.0628558,0.00332068,0.987192,0.00948767,0.999763,0.000237192,0,0.0170778,0.00711575
HairCode,2021-02-10,fashions,B1,411,372,0.0108598,0,0.471264,0.0191571,0.182631,0.409962,0.38825,0.00383142,0.99106,0.00510856,0.779055,0.220945,0,0.045977,0.00127714
Cool zone,2021-02-07,kids & babies,L3,68,69,0.022538946,83,0.386861,0.080292,0.481752,0.394161,0.0437956,0.0729927,0.883212,0.0437956,1,0,0,0.10219,0.0145985
City Garden,2021-02-04,kids & babies,L5,5,1,0.001260081,8,0.333333,0,0.833333,0.166667,0,0.166667,0.833333,0,1,0,0,0,0
Lynn&Milo,2021-02-05,fashions,L3,280,211,0.036087125,854,0.657841,0.179226,0.511202,0.272912,0.0366599,0,0.965377,0.0346232,0.997963,0.00203666,0,0.0183299,0.0101833
AIMERKIDS,2021-02-10,kids & babies,L3,203,132,0.026650912,302,0.546269,0.0776119,0.385075,0.435821,0.101493,0.00298507,0.98209,0.0149254,1,0,0,0.00597015,0.00298507
Pandora,2021-02-03,fashions,L1,81,70,0.059384164,93,0.754967,0.0397351,0.556291,0.377483,0.0264901,0.0198675,0.933775,0.0463576,1,0,0,0.0463576,0.0198676
ZARA,2021-02-07,facilities,L1,1198,1144,0.072601661,311,0.599915,0.0473954,0.579846,0.342442,0.030316,0.0230572,0.915884,0.0610589,0.999146,0.000853971,0,0.0708796,0.0200683
Adidas Originals,2021-02-03,accessories,B1,767,721,0.057548019,1330,0.483199,0.0181452,0.492608,0.428091,0.0611559,0.0288978,0.962366,0.00873656,0.999328,0.000672043,0,0.0698925,0.0362903
INMIX,2021-02-10,fashions,B1,1534,1472,0.01556981,7184,0.542914,0.0339321,0.53493,0.38656,0.0445775,0.0439122,0.924817,0.0312708,0.998669,0.00133067,0.000665336,0.0405855,0.091151
Siyuehetun,2021-02-17,kids & babies,L6,96,73,0.011653314,652,0.35503,0.0177515,0.431953,0.52071,0.0295858,0.0295858,0.899408,0.0710059,1,0,0,0.035503,0.130178
simonin,2021-02-14,fashions,L2,393,331,0.022534404,1872,0.564917,0.0372928,0.479282,0.446133,0.0372928,0.0331492,0.940608,0.0262431,1,0,0,0.0331492,0.0372928
EVISUKURO,2021-02-12,fashions,L1,982,877,0.037525316,4728,0.512641,0.0602474,0.436256,0.440022,0.063475,0.00322754,0.990318,0.00645508,0.998386,0.00161377,0.000537924,0.0215169,0.00430339
CAIBAI Jewelry,2021-02-11,consumer electronics,L1,351,340,0.078611422,93,0.494935,0.0347323,0.437048,0.497829,0.0303907,0.0622287,0.901592,0.0361794,0.992764,0.00723589,0,0.0549928,0.0390738
AAPE,2021-02-06,accessories,L1,604,470,0.050078766,1522,0.348231,0.0195531,0.596834,0.310056,0.0735568,0.0456238,0.941341,0.0130354,1,0,0,0.0586592,0.0260708
Cici Beauty,2021-02-07,fashions,B2,5,8,0.000210722,586,0.230769,0,0.615385,0.384615,0,0,1,0,0.923077,0.0769231,0,0.0769231,0.0769231
GEMMO,2021-02-14,fashions,L2,797,678,0.030998405,2993,0.46983,0.0291525,0.364068,0.55661,0.0501695,0.0122034,0.964746,0.0230508,0.998644,0.00135593,0,0.0183051,0.020339
City Garden,2021-02-05,kids & babies,L5,12,2,0.002810304,8,0.5,0,0.642857,0.214286,0.142857,0,0.928571,0.0714286,1,0,0,0.0714286,0
Lynn&Milo,2021-02-06,fashions,L3,454,374,0.030951732,1660,0.630435,0.140097,0.528986,0.283816,0.0471014,0.00241546,0.97343,0.0241546,0.998792,0.00120773,0,0.0193237,0.00966184
GOFI Disney,2021-02-10,fashions,L3,308,250,0.03486924,225,0.55914,0.0752688,0.498208,0.33871,0.0878136,0.0394265,0.878136,0.0824373,0.994624,0.00537634,0,0.0573477,0.0555556
OSIM,2021-02-02,consumer electronics,L4,61,59,0.01528439,316,0.783333,0.075,0.308333,0.533333,0.0833333,0,0.941667,0.0583333,1,0,0,0,0.0583333
City Garden,2021-02-06,kids & babies,L5,19,12,0.002633403,39,0.516129,0.0322581,0.354839,0.580645,0.0322581,0.0645161,0.935484,0,1,0,0,0.0967742,0
AIMERKIDS,2021-02-11,kids & babies,L3,88,59,0.025559105,146,0.571429,0.142857,0.353741,0.394558,0.108844,0.00680272,0.945578,0.047619,1,0,0,0.00680272,0.00680272
JINS,2021-02-10,fashions,B1,670,626,0.031759575,3647,0.608796,0.037037,0.406636,0.44213,0.114198,0.0316358,0.935957,0.0324074,0.998457,0.00154321,0.000771605,0.0393519,0.0455247
Lynn&Milo,2021-02-15,fashions,L3,378,309,0.017483003,2513,0.644833,0.117904,0.534207,0.298399,0.0494905,0.00436681,0.97671,0.0189229,0.997089,0.00291121,0,0.0189229,0.00727802
Adidas Originals,2021-02-04,accessories,B1,944,873,0.060840423,1724,0.478811,0.0225647,0.458448,0.462301,0.0566868,0.0258668,0.96863,0.00550358,0.99945,0.000550358,0.000550358,0.0484315,0.0341222
Pandora,2021-02-04,fashions,L1,120,114,0.077871512,69,0.709402,0.042735,0.504274,0.431624,0.0213675,0.0213675,0.905983,0.0726496,1,0,0.0042735,0.025641,0.0213675
HUAWEI,2021-02-07,kids & babies,B2,779,713,0.046141089,2180,0.479893,0.0241287,0.524799,0.413539,0.0375335,0.0904826,0.894772,0.0147453,1,0,0,0.094504,0.0810992
mini peace,2021-02-19,fashions,L3,86,76,0.043788187,208,0.685185,0.0432099,0.512346,0.407407,0.037037,0.0679012,0.895062,0.037037,1,0,0,0.0308642,0.141975
DJI,2021-02-10,consumer electronics,B2,95,88,0.003151748,418,0.295082,0.0546448,0.289618,0.579235,0.0765027,0.010929,0.983607,0.00546448,1,0,0,0.0437158,0.010929
Duniang Hotpot,2021-02-17,consumer electronics,B1,295,211,0.013503616,2286,0.422925,0.00988142,0.357708,0.521739,0.110672,0.0256917,0.952569,0.0217391,0.998024,0.00197628,0,0.120553,0.00395257
simonin,2021-02-15,fashions,L2,355,314,0.025504706,1428,0.644245,0.0313901,0.491779,0.418535,0.058296,0.0313901,0.940209,0.0284006,0.998505,0.00149477,0,0.0403587,0.0358744
Lynn&Milo,2021-02-07,fashions,L3,294,245,0.031313239,1079,0.606679,0.19295,0.491651,0.276438,0.038961,0.00185529,0.964749,0.0333952,0.998145,0.00185529,0,0.0241187,0.00742115
HIMO,2021-02-03,food,B1,269,247,0.021413788,904,0.664729,0.149225,0.445736,0.350775,0.0542636,0,0.984496,0.0155039,0.998062,0.00193798,0,0.00581395,0.00193798
City Garden,2021-02-07,kids & babies,L5,13,13,0.002917415,12,0.307692,0.0384615,0.615385,0.307692,0.0384615,0.0384615,0.884615,0.0769231,1,0,0,0,0
CAIBAI Jewelry,2021-02-12,consumer electronics,L1,852,840,0.068132747,330,0.56383,0.0460993,0.446218,0.467494,0.0401891,0.0425532,0.931442,0.0260047,0.997636,0.00236407,0.000591016,0.0496454,0.0443262
Dyson,2021-02-10,consumer electronics,B1,107,113,0.003798906,1299,0.431818,0.0272727,0.4,0.522727,0.05,0,1,0,1,0,0,0.0136364,0.00454545
Siyuehetun,2021-02-09,kids & babies,L6,45,39,0.011857708,1137,0.369048,0,0.404762,0.571429,0.0238095,0.0357143,0.892857,0.0714286,1,0,0,0.047619,0.142857
PERFECT DIARY,2021-02-10,kids & babies,B1,5318,4286,0.046405696,2538,0.726989,0.0428988,0.514994,0.376302,0.0658059,0.0256143,0.946481,0.027905,0.997918,0.00208247,0.00062474,0.0506039,0.0289463
OSIM,2021-02-03,consumer electronics,L4,76,77,0.015764364,296,0.75817,0.0588235,0.385621,0.496732,0.0588235,0.00653595,0.921569,0.0718954,1,0,0,0.0130719,0.0261438
ZARA,2021-02-09,facilities,L1,1478,1465,0.070738011,496,0.603806,0.0492695,0.556235,0.351682,0.0428135,0.0251444,0.922528,0.0523276,0.99966,0.000339789,0,0.0601427,0.0169895
gb,2021-02-17,fashions,L3,426,316,0.014574068,988,0.548517,0.0956873,0.297844,0.552561,0.0539084,0.00808625,0.931267,0.0606469,0.997304,0.00269542,0.00269542,0.0404313,0.00943396
Pandora,2021-02-05,fashions,L1,110,91,0.063657407,94,0.810945,0.0298507,0.59204,0.368159,0.00995025,0.00995025,0.945274,0.0447761,1,0,0,0.0199005,0.039801
KIDSIMLE,2021-02-10,kids & babies,L3,85,53,0.009623005,71,0.5,0.130435,0.427536,0.369565,0.0724638,0.0289855,0.913043,0.057971,1,0,0,0.0144928,0.0289855
AIMERKIDS,2021-02-12,kids & babies,L3,132,105,0.017910448,278,0.523207,0.118143,0.28692,0.438819,0.156118,0.00421941,0.962025,0.0337553,1,0,0,0.00421941,0.00421941
Siyuehetun,2021-02-13,kids & babies,L6,186,117,0.019793551,983,0.468647,0.00990099,0.442244,0.50165,0.0462046,0.029703,0.930693,0.039604,1,0,0,0.0363036,0.0990099
Lynn&Milo,2021-02-08,fashions,L3,342,296,0.035732943,1152,0.622257,0.158307,0.49373,0.30721,0.0407524,0,0.978056,0.0219436,1,0,0,0.0250784,0.00470219
GOFI Disney,2021-02-11,fashions,L3,182,144,0.038003759,114,0.490798,0.0981595,0.493865,0.352761,0.0552147,0.0582822,0.840491,0.101227,1,0,0,0.0552147,0.0797546
DJI,2021-02-07,consumer electronics,B2,31,22,0.001306473,249,0.320755,0.0377358,0.415094,0.509434,0.0377358,0.0377358,0.924528,0.0377358,1,0,0,0.0188679,0
HIMO,2021-02-17,food,B1,466,423,0.013048104,2679,0.607424,0.103487,0.416198,0.392576,0.087739,0.00224972,0.985377,0.0123735,1,0,0,0.015748,0.0056243
ShiningHouse,2021-02-06,jewelry,L1,106,93,0.008788658,264,0.437186,0.0251256,0.552764,0.361809,0.0603015,0.0351759,0.919598,0.0452261,1,0,0,0.0703518,0.040201
Adidas Originals,2021-02-05,accessories,B1,1106,1013,0.060849472,1858,0.479471,0.0207645,0.471449,0.446437,0.0613497,0.0278433,0.963662,0.00849457,0.999528,0.000471921,0,0.0504955,0.0453044
BOYLONDON,2021-02-01,accessories,B1,88,53,0.008065255,546,0.22695,0.0283688,0.0921986,0.879433,0,0,1,0,1,0,0,0,0
GOFI Disney,2021-02-01,fashions,L3,90,73,0.021702435,286,0.515337,0.0920245,0.478528,0.380368,0.0490798,0.0490798,0.865031,0.0858896,0.993865,0.00613497,0,0.0490798,0.0368098
simonin,2021-02-16,fashions,L2,298,252,0.024550997,1215,0.647273,0.0363636,0.469091,0.450909,0.0436364,0.0418182,0.945455,0.0127273,1,0,0,0.0363636,0.0490909
CAIBAI Jewelry,2021-02-13,consumer electronics,L1,1159,1094,0.070748382,447,0.533067,0.0337328,0.460719,0.462938,0.0426099,0.0443853,0.930759,0.0248557,0.994674,0.00532623,0,0.0510431,0.0417221
HUAWEI,2021-02-01,kids & babies,B2,438,428,0.039959858,1347,0.446882,0.0184758,0.48037,0.460739,0.0404157,0.10739,0.877598,0.0150115,1,0,0,0.130485,0.103926
simonin,2021-02-17,fashions,L2,287,248,0.024282934,1180,0.616822,0.0261682,0.476636,0.435514,0.0616822,0.0373832,0.936449,0.0261682,1,0,0,0.0411215,0.0299065
OSIM,2021-02-04,consumer electronics,L4,155,137,0.028703704,666,0.780822,0.0821918,0.287671,0.606164,0.0239726,0.0136986,0.945205,0.0410959,1,0,0,0.010274,0.0410959
EVISUKURO,2021-02-13,fashions,L1,1385,1186,0.041184692,6157,0.514975,0.0532867,0.452353,0.439518,0.0548425,0.00972384,0.983664,0.00661221,0.999611,0.000388954,0,0.0202256,0.00700117
Adidas Originals,2021-02-12,accessories,B1,1733,1672,0.046010885,4118,0.47812,0.0161527,0.40793,0.49486,0.0810573,0.0120411,0.982379,0.00558003,0.999119,0.000881057,0.000881057,0.0349486,0.0367107
Cool zone,2021-02-19,kids & babies,L3,86,75,0.03279939,106,0.496894,0.0745342,0.42236,0.447205,0.0559006,0.0559006,0.900621,0.0434783,0.993789,0.00621118,0.00621118,0.118012,0.0248447
GOFI Disney,2021-02-09,fashions,L3,278,222,0.03451701,146,0.526,0.08,0.514,0.352,0.054,0.052,0.858,0.09,1,0,0,0.066,0.062
BOYLONDON,2021-02-19,accessories,B1,137,72,0.007983683,578,0.248804,0.0239234,0.282297,0.650718,0.0430622,0,1,0,0.995215,0.00478469,0,0,0
TOMMY HILFIGER,2021-02-28,facilities,L1,162,218,0.019595984,1009,0.447369,0.0342105,0.568421,0.376316,0.0210526,0.0473684,0.902632,0.05,1,0,0,0.0868421,0.0947369
JIMI,2021-02-07,kids & babies,B2,162,172,0.006827377,59,0.269461,0.00898204,0.281437,0.607784,0.101796,0.011976,0.98503,0.00299401,0.997006,0.00299401,0,0.0419162,0.00898204
Adidas Originals,2021-02-06,accessories,B1,2094,1987,0.054151905,4475,0.459691,0.019358,0.442294,0.463367,0.0749816,0.0188679,0.975986,0.0051458,0.99951,0.000490076,0,0.0370007,0.0362656
Pandora,2021-02-06,fashions,L1,222,221,0.060276948,161,0.679458,0.0722348,0.575621,0.327314,0.0248307,0.013544,0.911964,0.0744921,1,0,0.00225734,0.0316027,0.0316027
GOFI Disney,2021-02-02,fashions,L3,95,64,0.021348315,376,0.553459,0.0628931,0.408805,0.465409,0.0628931,0.0628931,0.899371,0.0377358,1,0,0,0.125786,0.0188679
AIMERKIDS,2021-02-13,kids & babies,L3,114,99,0.011839236,278,0.535211,0.117371,0.29108,0.450704,0.140845,0,0.976526,0.0234742,1,0,0,0.00938967,0
ZARA,2021-02-10,facilities,L1,1766,1798,0.064483149,742,0.603816,0.0479798,0.54826,0.358866,0.0448934,0.0154321,0.930976,0.0535915,0.999158,0.000841751,0,0.0589226,0.0182379
OSIM,2021-02-05,consumer electronics,L4,167,164,0.027507824,746,0.725075,0.0785498,0.214502,0.652568,0.0543807,0,0.97281,0.0271903,1,0,0,0.0241692,0.0241692
CAIBAI Jewelry,2021-02-14,consumer electronics,L1,1699,1633,0.076383581,719,0.553721,0.0336134,0.468487,0.442377,0.0555222,0.0483193,0.926471,0.0252101,0.995798,0.00420168,0.00090036,0.0408163,0.0402161
BOYLONDON,2021-02-02,accessories,B1,213,115,0.016335609,679,0.189024,0.0396341,0.176829,0.737805,0.0457317,0.00304878,0.996951,0,1,0,0,0,0.00609756
Cool zone,2021-02-12,kids & babies,L3,80,69,0.023068051,197,0.510067,0.0671141,0.308725,0.503356,0.120805,0.120805,0.838926,0.0402685,0.993289,0.00671141,0,0.0872483,0.0469799
FILA FUSION,2021-02-28,fashions,B1,841,669,0.028133677,2053,0.599338,0.00860927,0.47947,0.433775,0.0781457,0.0251656,0.966225,0.00860927,1,0,0.000662252,0.0390728,0.0794702
INMIX,2021-02-19,fashions,B1,836,772,0.014231725,3626,0.598259,0.0261194,0.522388,0.406716,0.0447761,0.0435323,0.930348,0.0261194,0.995025,0.00497512,0,0.0422886,0.0932836
Adidas Originals,2021-02-07,accessories,B1,1292,1164,0.055865439,2653,0.477199,0.0199511,0.460505,0.457248,0.0622964,0.0313518,0.962134,0.00651466,1,0,0,0.0407166,0.0378665
Pandora,2021-02-07,fashions,L1,133,123,0.062706271,85,0.726562,0.0742188,0.582031,0.328125,0.015625,0.0117187,0.945312,0.0429688,1,0,0,0.0664062,0.0273438
GOFI Disney,2021-02-03,fashions,L3,90,68,0.018337408,288,0.594937,0.0696203,0.411392,0.398734,0.120253,0.0443038,0.905063,0.0506329,1,0,0,0.101266,0.0253165
KT World,2021-02-09,fashions,B1,659,451,0.025128694,2614,0.327928,0.0279279,0.362162,0.581982,0.0279279,0.0432432,0.944144,0.0126126,1,0,0,0.0144144,0.0153153
CAIBAI Jewelry,2021-02-18,consumer electronics,L1,400,400,0.0566492,95,0.60625,0.02,0.445,0.49875,0.03625,0.04875,0.93,0.02125,0.9925,0.0075,0.00125,0.06,0.03625
OSIM,2021-02-06,consumer electronics,L4,223,198,0.024670871,788,0.736342,0.0736342,0.285036,0.567696,0.0736342,0.00712589,0.926366,0.0665083,1,0,0,0.0190024,0.0475059
AIMERKIDS,2021-02-14,kids & babies,L3,110,79,0.010462241,358,0.661376,0.0793651,0.280423,0.486773,0.153439,0,0.984127,0.015873,1,0,0,0,0
Jujiao Nail Beauty,2021-02-07,kids & babies,B2,91,70,0.003835131,1006,0.409938,0.0124224,0.428571,0.534162,0.0248447,0.0496894,0.950311,0,1,0,0,0.0869565,0.0372671
ARIOSE years,2021-02-18,accessories,L2,202,125,0.036402955,482,0.599388,0.0122324,0.522936,0.428135,0.0366972,0.0611621,0.926605,0.0122324,0.993884,0.00611621,0,0.0519878,0.0519878
HUAWEI,2021-02-02,kids & babies,B2,423,497,0.036240576,1417,0.465217,0.0206522,0.466304,0.463043,0.05,0.0978261,0.884783,0.0173913,1,0,0,0.130435,0.0913043
JIMI,2021-02-10,kids & babies,B2,197,148,0.006535731,75,0.182609,0.026087,0.266667,0.588406,0.118841,0.00289855,0.997101,0,0.991304,0.00869565,0,0.0521739,0.00869565
ZARA,2021-02-11,facilities,L1,722,718,0.072665056,176,0.615972,0.0597222,0.542361,0.361805,0.0361111,0.0243056,0.915278,0.0604167,1,0,0,0.0590278,0.0173611
KIDSIMLE,2021-02-11,kids & babies,L3,21,17,0.004385049,18,0.342105,0.157895,0.263158,0.526316,0.0526316,0.0263158,0.947368,0.0263158,1,0,0,0.0263158,0.0526316
CAIBAI Jewelry,2021-02-15,consumer electronics,L1,1155,1111,0.069124424,428,0.590468,0.0392763,0.4391,0.469991,0.0516328,0.0454545,0.929832,0.0247132,0.996911,0.00308914,0,0.0436893,0.0366284
Adidas Originals,2021-02-08,accessories,B1,1391,1312,0.05726165,2797,0.477617,0.0218276,0.45468,0.460969,0.0625231,0.0314465,0.962264,0.00628931,0.99963,0.000369959,0.00110988,0.0418054,0.0351461
NIO,2021-02-12,kids & babies,L1,1649,1462,0.035960398,1293,0.447766,0.175506,0.242044,0.526197,0.056252,0.0385728,0.893282,0.0681453,0.999036,0.00096432,0.00032144,0.0363227,0.0244294
Miniso,2021-02-08,kids & babies,B1,1348,1724,0.06104796,2570,0.77181,0.0725911,0.530599,0.345052,0.0517578,0.00390625,0.976562,0.0195313,0.999349,0.000651042,0,0.016276,0.0110677
Cool zone,2021-02-09,kids & babies,L3,34,32,0.011683849,82,0.378788,0.106061,0.469697,0.363636,0.0606061,0.106061,0.848485,0.0454545,1,0,0,0.0909091,0.0454545
Pandora,2021-02-08,fashions,L1,195,178,0.082557155,102,0.782842,0.0321716,0.565684,0.383378,0.0187668,0.0241287,0.911528,0.0643432,1,0,0,0.0294906,0.0134048
BOYLONDON,2021-02-03,accessories,B1,140,99,0.011583651,613,0.200837,0.0292887,0.0878661,0.845188,0.0376569,0,1,0,1,0,0,0.0083682,0
Pandora,2021-02-09,fashions,L1,227,214,0.085854766,125,0.768707,0.0498866,0.555556,0.380952,0.0136054,0.0272109,0.918367,0.0544218,1,0,0,0.0226757,0.0249433
OSIM,2021-02-07,consumer electronics,L4,132,119,0.023166023,585,0.705179,0.0756972,0.286853,0.589641,0.0478088,0.0119522,0.956175,0.0318725,1,0,0,0.00796813,0.0796813
Siyuehetun,2021-02-14,kids & babies,L6,250,179,0.017260425,1110,0.48718,0,0.424242,0.505828,0.0699301,0.018648,0.960373,0.020979,1,0,0,0.018648,0.107226
AIMERKIDS,2021-02-15,kids & babies,L3,82,63,0.008833351,282,0.482759,0.124138,0.289655,0.37931,0.206897,0,0.972414,0.0275862,1,0,0,0.0137931,0
KIDSIMLE,2021-02-09,kids & babies,L3,95,56,0.011795381,120,0.483444,0.10596,0.423841,0.403974,0.0662252,0.013245,0.94702,0.0397351,1,0,0,0.0397351,0.013245
City Garden,2021-02-16,kids & babies,L5,30,13,0.002290776,54,0.534884,0,0.581395,0.395349,0.0232558,0,0.953488,0.0465116,1,0,0,0,0
simonin,2021-02-18,fashions,L2,150,116,0.027031898,495,0.616541,0.018797,0.507519,0.421053,0.0526316,0.018797,0.962406,0.018797,1,0,0,0.0413534,0.0263158
Lynn&Milo,2021-02-18,fashions,L3,240,186,0.024178924,1094,0.579812,0.159624,0.502347,0.288732,0.0492958,0,0.967136,0.0328639,1,0,0,0.0211268,0.00469484
gb,2021-02-16,fashions,L3,475,368,0.015179114,944,0.572954,0.088968,0.288256,0.523132,0.0996441,0.0130486,0.941874,0.0450771,0.988137,0.0118624,0,0.0450771,0.00830368
GEMMO,2021-02-28,fashions,L2,400,331,0.026682676,1620,0.574555,0.0287278,0.391245,0.518468,0.0615595,0.0150479,0.97264,0.0123119,1,0,0,0.0109439,0.0246238
Dyson,2021-02-19,consumer electronics,B1,28,34,0.001631702,738,0.580645,0,0.564516,0.370968,0.0645161,0,1,0,1,0,0,0.016129,0.0322581
CAIBAI Jewelry,2021-02-16,consumer electronics,L1,888,853,0.063866513,306,0.58587,0.0264216,0.459506,0.472717,0.0413555,0.0505457,0.917289,0.0321654,0.995979,0.00402068,0,0.0562895,0.026996
BOYLONDON,2021-02-04,accessories,B1,143,89,0.011164025,606,0.163793,0.0474138,0.137931,0.784483,0.0301724,0,1,0,0.99569,0.00431035,0,0,0
OSIM,2021-02-08,consumer electronics,L4,144,136,0.023837113,670,0.767857,0.075,0.228571,0.617857,0.0785714,0.0107143,0.960714,0.0285714,1,0,0,0.0142857,0.0392857
Siyuehetun,2021-02-15,kids & babies,L6,216,140,0.018319057,1225,0.435393,0,0.485955,0.463483,0.0505618,0.011236,0.946629,0.0421348,1,0,0,0.0224719,0.117978
HairCode,2021-02-01,fashions,B1,94,90,0.005753458,0,0.396739,0.0163043,0.304348,0.494565,0.184783,0.0108696,0.978261,0.0108696,0.940217,0.0597826,0,0.13587,0
Siyuehetun,2021-02-16,kids & babies,L6,100,50,0.012247397,681,0.44,0,0.52,0.44,0.04,0.02,0.886667,0.0933333,1,0,0,0.06,0.106667
CAIBAI Jewelry,2021-02-17,consumer electronics,L1,964,896,0.070303384,256,0.569892,0.0290323,0.46828,0.45914,0.0435484,0.0446237,0.932258,0.0231183,0.993011,0.00698925,0,0.05,0.0344086
KT World,2021-02-13,fashions,B1,1080,717,0.024293684,3904,0.368948,0.017251,0.31163,0.636617,0.034502,0.0261547,0.963272,0.0105732,1,0,0.00166945,0.0205899,0.0155815
NIO,2021-02-11,kids & babies,L1,431,435,0.022880501,343,0.439954,0.174365,0.266744,0.526559,0.0323326,0.0184758,0.89261,0.0889145,0.997691,0.00230947,0,0.0531178,0.0404157
NIO,2021-02-13,kids & babies,L1,1694,1507,0.03241671,1483,0.476726,0.159638,0.269291,0.510778,0.0602937,0.0284286,0.916589,0.0549828,0.999375,0.000624805,0.000312402,0.0331146,0.0262418
AAPE,2021-02-02,accessories,L1,187,151,0.044779693,514,0.304734,0.0177515,0.642012,0.281065,0.0591716,0.056213,0.93787,0.00591716,1,0,0,0.0591716,0.035503
Jujiao Nail Beauty,2021-02-10,kids & babies,B2,151,116,0.005009621,1022,0.535581,0.00374532,0.40824,0.546816,0.0411985,0.0337079,0.947566,0.0187266,1,0,0,0.0674157,0.0411985
FILA FUSION,2021-02-19,fashions,B1,473,357,0.022916667,1241,0.63012,0.0108434,0.513253,0.413253,0.0626506,0.0253012,0.966265,0.00843373,0.998795,0.00120482,0,0.0433735,0.0638554
AIMERKIDS,2021-02-16,kids & babies,L3,96,61,0.010568032,274,0.630573,0.10828,0.286624,0.477707,0.127389,0.00636943,0.974522,0.0191083,1,0,0,0.00636943,0
BOYLONDON,2021-02-05,accessories,B1,159,90,0.010646133,608,0.176707,0.0200803,0.180723,0.759036,0.0401606,0,1,0,0.995984,0.00401606,0,0,0
KIDSIMLE,2021-02-01,kids & babies,L3,48,40,0.011574632,162,0.659091,0.0681818,0.465909,0.329545,0.136364,0.0227273,0.954545,0.0227273,1,0,0,0,0.0340909
AIMERKIDS,2021-02-17,kids & babies,L3,95,84,0.010324965,247,0.603352,0.117318,0.324022,0.480447,0.0782123,0.00558659,0.960894,0.0335196,1,0,0,0.0111732,0.0111732
Duniang Hotpot,2021-02-01,consumer electronics,B1,201,101,0.059608541,1039,0.31457,0.0165563,0.327815,0.370861,0.284768,0.00331126,0.956954,0.0397351,0.996689,0.00331126,0.00331126,0.0364238,0
Lynn&Milo,2021-02-14,fashions,L3,416,312,0.016341923,2894,0.576923,0.115385,0.519231,0.306319,0.0590659,0,0.983517,0.0164835,0.997253,0.00274725,0,0.00824176,0.00824176
ShiningHouse,2021-02-02,jewelry,L1,31,21,0.007423372,54,0.346154,0,0.557692,0.403846,0.0384615,0.0961538,0.865385,0.0384615,1,0,0,0.115385,0.0384615
ZARA,2021-02-12,facilities,L1,1623,1548,0.062019947,784,0.566068,0.072217,0.499527,0.378745,0.0495112,0.0163986,0.932198,0.0514033,0.999685,0.000315358,0,0.0539262,0.0151372
AIMERKIDS,2021-02-18,kids & babies,L3,46,37,0.012289607,89,0.698795,0.108434,0.361446,0.385542,0.144578,0.0120482,0.927711,0.060241,0.987952,0.0120482,0,0.0120482,0.0120482
HairCode,2021-02-02,fashions,B1,110,99,0.006214689,0,0.473684,0.0287081,0.23445,0.54067,0.196172,0.00478469,0.990431,0.00478469,0.913876,0.0861244,0,0.076555,0
YeeHoo,2021-02-18,facilities,L3,9,22,0.002404488,249,0.548387,0.0967742,0.612903,0.258064,0.0322581,0,0.935484,0.0645161,1,0,0,0,0.0322581
HIMO,2021-02-08,food,B1,324,270,0.014673248,1607,0.631313,0.0909091,0.459596,0.387205,0.0622896,0,0.996633,0.003367,1,0,0,0.013468,0
