store_name,date,type,floor,enter_cnt,exit_cnt,enter_rate,watcher_cnt,female,ageless16,age17to30,age31to45,age46to60,bodyfat,bodynormal,bodythin,customer,employee,hs_baldhead,hs_hat,hs_glasses
FILA FUSION,2021-02-04,fashions,B1,461,342,0.029711266,723,0.58655,0.00996264,0.493151,0.447073,0.0498132,0.0273973,0.957659,0.014944,1,0,0,0.0435866,0.0585305
ARIOSE years,2021-02-14,accessories,L2,591,311,0.033887615,1751,0.505543,0.0288248,0.54102,0.399113,0.0310421,0.0310421,0.932373,0.0365854,0.996674,0.00332594,0,0.0487805,0.0886918
AIMERKIDS,2021-02-03,kids & babies,L3,74,61,0.025974026,118,0.562963,0.0592593,0.348148,0.466667,0.125926,0.00740741,0.955556,0.037037,1,0,0,0.00740741,0
gb,2021-02-05,fashions,L3,169,159,0.015071792,456,0.426829,0.167683,0.292683,0.472561,0.0670732,0.0121951,0.887195,0.10061,0.993902,0.00609756,0,0.0457317,0.00609756
RE-BLUE,2021-02-03,fashions,L2,110,68,0.052083333,114,0.786517,0.0505618,0.460674,0.426966,0.0617978,0.0393258,0.926966,0.0337079,1,0,0,0.0393258,0.0337079
Pandora,2021-02-12,fashions,L1,243,221,0.065800162,184,0.724138,0.0926724,0.523707,0.37069,0.012931,0.0323276,0.872845,0.0948276,1,0,0,0.0280172,0.0172414
Asics,2021-02-05,accessories,L4,155,161,0.045844425,192,0.541139,0.00316456,0.313291,0.658228,0.0253165,0.0221519,0.958861,0.0189873,0.996835,0.00316456,0,0.0822785,0.120253
BOYLONDON,2021-02-12,accessories,B1,178,106,0.005604534,551,0.179577,0.0246479,0.242958,0.690141,0.0422535,0,1,0,1,0,0,0.00352113,0
NanluoFeiMao,2021-02-11,kids & babies,L5,252,208,0.055543311,343,0.317391,0.15,0.15,0.654348,0.0456522,0.0108696,0.963044,0.026087,1,0,0,0.0217391,0.00869565
ZARA,2021-02-17,facilities,L1,2065,1965,0.066145616,1030,0.597022,0.0436725,0.545161,0.371712,0.0394541,0.0205955,0.945658,0.0337469,0.999752,0.000248139,0.000248139,0.0558313,0.0181141
ShiningHouse,2021-02-05,jewelry,L1,33,25,0.006485849,65,0.275862,0.0172414,0.534483,0.413793,0.0344828,0,0.965517,0.0344828,0.982759,0.0172414,0,0.0517241,0.0689655
City Garden,2021-02-08,kids & babies,L5,7,4,0.001603666,15,0.454545,0,0.636364,0.272727,0.0909091,0,0.909091,0.0909091,1,0,0,0.0909091,0
TOMMY HILFIGER,2021-02-06,facilities,L1,250,364,0.024811433,1266,0.493485,0.039088,0.532573,0.397394,0.0309446,0.0504886,0.876222,0.0732899,1,0,0,0.0928339,0.115635
KKV,2021-02-06,fashions,B2,671,2274,0.02376904,2859,0.611545,0.0203735,0.274024,0.62343,0.0821732,0.0142615,0.979966,0.0057725,0.99219,0.00780985,0.00101868,0.0410866,0.0183362
EVISUKURO,2021-02-06,fashions,L1,1033,937,0.035035952,5453,0.479188,0.0573604,0.49797,0.38731,0.0573604,0.0071066,0.986802,0.00609137,0.99797,0.00203046,0,0.0299492,0.0106599
CAIBAI Jewelry,2021-02-03,consumer electronics,L1,290,293,0.059658506,67,0.598628,0.0428816,0.423671,0.495712,0.0377359,0.0360206,0.924528,0.0394511,0.993139,0.00686106,0,0.0686106,0.0445969
Siyuehetun,2021-02-03,kids & babies,L6,64,45,0.024362391,416,0.302752,0.0275229,0.449541,0.477064,0.0458716,0.0183486,0.926606,0.0550459,1,0,0,0.0458716,0.12844
INMIX,2021-02-12,fashions,B1,2128,1856,0.01910748,9544,0.537651,0.0552209,0.478916,0.413153,0.0527108,0.0366466,0.931727,0.0316265,0.998996,0.00100402,0,0.0361446,0.0747992
PERFECT DIARY,2021-02-06,kids & babies,B1,5346,4392,0.044076908,3134,0.73588,0.0379955,0.538714,0.357979,0.0653112,0.0332717,0.93777,0.0289587,0.998357,0.00164305,0.000205381,0.0390224,0.0211542
Miniso,2021-02-05,kids & babies,B1,1021,1492,0.060784664,1769,0.786709,0.0823717,0.545563,0.316753,0.0553124,0.00159172,0.978512,0.0198965,1,0,0.000397931,0.0214883,0.00795862
FILA FUSION,2021-02-05,fashions,B1,481,398,0.026463468,878,0.589306,0.00341297,0.485779,0.437998,0.07281,0.0204778,0.964733,0.0147895,0.998862,0.00113766,0,0.0523322,0.0591581
Duniang Hotpot,2021-02-09,consumer electronics,B1,295,217,0.035714286,1383,0.277344,0.0195312,0.390625,0.472656,0.117188,0.0195312,0.947266,0.0332031,0.996094,0.00390625,0,0.0898438,0.00585938
Miniso,2021-02-12,kids & babies,B1,2020,2402,0.056062835,4761,0.753279,0.0920398,0.445274,0.384668,0.078019,0.00203528,0.979421,0.0185436,0.999774,0.000226142,0.000226142,0.0122117,0.00633198
ARIOSE years,2021-02-15,accessories,L2,518,261,0.037215317,1289,0.549422,0.0205392,0.554557,0.404365,0.0205392,0.0500642,0.929397,0.0205392,1,0,0,0.0449294,0.0757381
JIMI,2021-02-17,kids & babies,B2,288,217,0.008019827,45,0.257426,0.019802,0.291089,0.566337,0.122772,0.0039604,0.994059,0.0019802,0.994059,0.00594059,0,0.0415842,0.0039604
TOMMY HILFIGER,2021-02-07,facilities,L1,157,181,0.02859745,734,0.47929,0.0384615,0.491124,0.428994,0.0414201,0.0384615,0.893491,0.0680473,0.997041,0.00295858,0,0.0887574,0.121302
gb,2021-02-06,fashions,L3,266,231,0.014119645,546,0.507042,0.146881,0.257545,0.472837,0.122736,0.00402414,0.915493,0.0804829,0.993964,0.00603622,0.00201207,0.0362173,0.00804829
GOFI Disney,2021-02-04,fashions,L3,100,78,0.02236136,124,0.511236,0.0898876,0.426966,0.426966,0.0561798,0.0449438,0.88764,0.0674157,1,0,0,0.0617978,0.0393258
AIMERKIDS,2021-02-04,kids & babies,L3,75,60,0.025492862,82,0.585185,0.0666667,0.385185,0.422222,0.125926,0.00740741,0.97037,0.0222222,1,0,0,0,0.00740741
EVISUKURO,2021-02-07,fashions,L1,381,339,0.02308951,2862,0.483333,0.0611111,0.456944,0.429167,0.0527778,0.0152778,0.977778,0.00694444,1,0,0,0.0305556,0.00972222
Asics,2021-02-06,accessories,L4,404,333,0.055831951,598,0.402985,0.0203528,0.409769,0.523745,0.046133,0.0230665,0.951153,0.0257802,1,0,0,0.0651289,0.135685
BOYLONDON,2021-02-11,accessories,B1,86,39,0.008407469,324,0.152,0.008,0.232,0.712,0.048,0,1,0,0.992,0.008,0,0,0
HUAWEI,2021-02-03,kids & babies,B2,531,525,0.045415669,1331,0.417614,0.0189394,0.506629,0.445076,0.0293561,0.0984848,0.880682,0.0208333,1,0,0.00094697,0.126894,0.111742
Dyson,2021-02-13,consumer electronics,B1,90,83,0.002516005,1407,0.537572,0.00578035,0.416185,0.531792,0.0462428,0.00578035,0.988439,0.00578035,1,0,0,0.0231214,0
HIMO,2021-02-12,food,B1,338,274,0.009380811,2477,0.575163,0.125817,0.357843,0.434641,0.0816993,0,0.988562,0.0114379,0.998366,0.00163399,0,0.00816994,0.00163399
Siyuehetun,2021-02-04,kids & babies,L6,60,49,0.021905805,225,0.302752,0.00917431,0.412844,0.568807,0.00917431,0.0183486,0.926606,0.0550459,1,0,0,0.0642202,0.0642202
HIMO,2021-02-01,food,B1,261,239,0.020607975,848,0.614,0.136,0.46,0.36,0.044,0.002,0.978,0.02,1,0,0.002,0.02,0
mini peace,2021-02-15,fashions,L3,182,191,0.03625498,565,0.678284,0.0563003,0.479893,0.399464,0.0643432,0.0268097,0.932976,0.0402145,1,0,0,0.0321716,0.104558
KKV,2021-02-07,fashions,B2,473,1873,0.026562588,1751,0.604859,0.0170503,0.285166,0.642796,0.0549872,0.0140665,0.97954,0.00639386,0.995737,0.00426257,0.000426257,0.0421995,0.0187553
CAIBAI Jewelry,2021-02-04,consumer electronics,L1,373,357,0.069150908,67,0.565753,0.039726,0.469863,0.460274,0.030137,0.0452055,0.908219,0.0465753,0.99589,0.00410959,0,0.0356164,0.0315069
GEMMO,2021-02-13,fashions,L2,705,587,0.035427136,2954,0.530186,0.0224458,0.378483,0.53096,0.0681114,0.0154799,0.966718,0.0178019,0.996904,0.00309598,0,0.0263158,0.0278638
YSL,2021-02-10,facilities,L1,5391,3563,1.4975,8953,0.340518,0.083203,0.379942,0.427742,0.109113,0.00212196,0.981349,0.0165289,0.999665,0.000335046,0.000446728,0.0116149,0.00346214
Cici Beauty,2021-02-05,fashions,B2,7,7,0.000344031,449,0.428571,0,0.357143,0.642857,0,0.0714286,0.928571,0,1,0,0,0,0.0714286
NanluoFeiMao,2021-02-12,kids & babies,L5,774,551,0.061732334,883,0.198491,0.152453,0.153208,0.646792,0.0475472,0.0090566,0.966792,0.0241509,1,0,0.000754717,0.00981132,0.0135849
Asics,2021-02-09,accessories,L4,193,166,0.046640889,250,0.548747,0.0473538,0.35376,0.54039,0.0584958,0.0362117,0.924791,0.0389972,1,0,0,0.0668524,0.119777
FILA FUSION,2021-02-06,fashions,B1,1059,951,0.027386278,2848,0.569652,0.00995025,0.435821,0.466169,0.0880597,0.019403,0.969652,0.0109453,1,0,0.000995025,0.0447761,0.0606965
GOFI Disney,2021-02-05,fashions,L3,162,137,0.029268293,137,0.605351,0.107023,0.461538,0.361204,0.0702341,0.0568562,0.856187,0.0869565,1,0,0,0.0568562,0.0301003
HIMO,2021-02-05,food,B1,297,264,0.017681729,1217,0.707665,0.144385,0.424242,0.360071,0.0713013,0,0.982175,0.0178253,0.998217,0.00178253,0,0.00891266,0
INMIX,2021-02-11,fashions,B1,614,602,0.01681731,2398,0.470395,0.0427632,0.509868,0.40954,0.0378289,0.0657895,0.901316,0.0328947,0.998355,0.00164474,0.00328947,0.0328947,0.0888158
Pandora,2021-02-17,fashions,L1,304,298,0.072657744,208,0.747508,0.0481728,0.57309,0.358804,0.0199336,0.0199336,0.921927,0.0581395,0.998339,0.00166113,0.00166113,0.0315615,0.0166113
City Garden,2021-02-09,kids & babies,L5,2,1,0.000394867,10,0.333333,0,0.333333,0.333333,0.333333,0,1,0,1,0,0,0,0
GOFI Disney,2021-02-13,fashions,L3,361,280,0.035045141,272,0.542902,0.101404,0.421217,0.372855,0.104524,0.0358814,0.881435,0.0826833,0.99844,0.00156006,0,0.0795632,0.049922
gb,2021-02-07,fashions,L3,231,192,0.018915821,517,0.453901,0.1513,0.217494,0.562648,0.0685579,0.00472813,0.938534,0.0567376,0.990544,0.00945626,0,0.0260047,0.00945626
ARIOSE years,2021-02-16,accessories,L2,446,218,0.036744109,1085,0.620482,0.0150602,0.59488,0.362952,0.0271084,0.0331325,0.950301,0.0165663,0.998494,0.00150602,0.00150602,0.0331325,0.060241
Dyson,2021-02-12,consumer electronics,B1,64,62,0.002015113,1168,0.492063,0.047619,0.388889,0.515873,0.047619,0,1,0,1,0,0,0.031746,0.00793651
simonin,2021-02-01,fashions,L2,89,87,0.025955089,310,0.5625,0.0113636,0.471591,0.488636,0.0284091,0.0511364,0.914773,0.0340909,1,0,0,0.0340909,0.0568182
Siyuehetun,2021-02-05,kids & babies,L6,51,23,0.017683773,264,0.391892,0,0.594595,0.391892,0.0135135,0.0135135,0.851351,0.135135,1,0,0,0.0405405,0.108108
GOFI Disney,2021-02-06,fashions,L3,296,225,0.032219441,194,0.539347,0.0959693,0.487524,0.34549,0.0710173,0.0537428,0.848368,0.0978887,0.998081,0.00191939,0,0.0518234,0.0537428
Asics,2021-02-07,accessories,L4,160,163,0.043763676,216,0.544892,0.0123839,0.356037,0.585139,0.0464396,0.0185759,0.956656,0.0247678,1,0,0.00309598,0.0835913,0.145511
Miniso,2021-02-09,kids & babies,B1,1467,1946,0.059600228,2915,0.779373,0.0820393,0.509815,0.347788,0.0603575,0.00322297,0.980369,0.0164079,0.999707,0.000292997,0.000292997,0.0172868,0.00937591
AIMERKIDS,2021-02-05,kids & babies,L3,83,65,0.022615804,122,0.527027,0.0675676,0.324324,0.5,0.108108,0,0.993243,0.00675676,1,0,0,0.00675676,0.00675676
DJI,2021-02-05,consumer electronics,B2,39,39,0.001916744,235,0.205128,0,0.307692,0.628205,0.0641026,0,1,0,1,0,0,0.0128205,0.0128205
CAIBAI Jewelry,2021-02-05,consumer electronics,L1,338,337,0.058772387,58,0.565926,0.0177778,0.474074,0.477037,0.0311111,0.0340741,0.93037,0.0355556,0.995556,0.00444444,0.00148148,0.0385185,0.0340741
mini peace,2021-02-01,fashions,L3,102,110,0.066623122,208,0.735849,0.0377358,0.419811,0.457547,0.0849057,0.0754717,0.900943,0.0235849,1,0,0.00943396,0.0566038,0.0849057
FILA FUSION,2021-02-07,fashions,B1,591,531,0.025554547,1319,0.553476,0.00534759,0.470588,0.442959,0.0811052,0.0240642,0.971479,0.00445633,0.999109,0.000891266,0.000891266,0.0606061,0.0588235
gb,2021-02-08,fashions,L3,157,156,0.012597288,517,0.549521,0.111821,0.290735,0.523962,0.0734824,0.0127796,0.888179,0.0990415,0.996805,0.00319489,0,0.0127796,0.0159744
simonin,2021-02-02,fashions,L2,83,64,0.024519941,334,0.605442,0.0408163,0.435374,0.482993,0.0408163,0.0204082,0.938776,0.0408163,1,0,0,0.0136054,0.0408163
VJC,2021-02-01,facilities,L1,110,94,0.009152937,948,0.764706,0.0245098,0.495098,0.436274,0.0441176,0.0637255,0.897059,0.0392157,1,0,0.00490196,0.0196078,0.102941
NanluoFeiMao,2021-02-01,kids & babies,L5,426,345,0.091181507,744,0.2607,0.211414,0.233463,0.518807,0.0363165,0.00907912,0.958495,0.0324254,0.998703,0.00129702,0.00129702,0.0129702,0.0168612
YSL,2021-02-11,facilities,L1,2855,2029,2.19953775,3504,0.333743,0.109337,0.385545,0.420557,0.0845618,0.0036855,0.966216,0.0300983,1,0,0.00020475,0.0116708,0.00266175
KKV,2021-02-08,fashions,B2,488,1888,0.026072554,1984,0.614899,0.0298822,0.297138,0.616162,0.0568182,0.0164141,0.98064,0.00294613,0.992424,0.00757576,0,0.0408249,0.0227273
simonin,2021-02-08,fashions,L2,144,119,0.028805761,410,0.634981,0.026616,0.520913,0.380228,0.0722433,0.0114068,0.965779,0.0228137,1,0,0,0.0380228,0.0342205
HIMO,2021-02-02,food,B1,277,242,0.021873026,907,0.641618,0.136802,0.462428,0.362235,0.0385356,0.00578035,0.978805,0.0154143,1,0,0,0.0134875,0.00192678
mini peace,2021-02-16,fashions,L3,186,201,0.039591315,502,0.700258,0.0620155,0.449612,0.400517,0.0878553,0.0335917,0.937984,0.0284238,1,0,0,0.0620155,0.100775
KT World,2021-02-16,fashions,B1,1120,652,0.027989504,3841,0.345372,0.0225734,0.322235,0.616817,0.0383747,0.0332957,0.961061,0.00564334,1,0,0,0.0124154,0.0163657
KIDSIMLE,2021-02-04,kids & babies,L3,66,55,0.014758497,50,0.595041,0.0991736,0.512397,0.305785,0.0826446,0.00826446,0.950413,0.0413223,1,0,0,0.0165289,0.0165289
Siyuehetun,2021-02-06,kids & babies,L6,92,54,0.018352284,440,0.315068,0.0342466,0.445206,0.479452,0.0410959,0.0342466,0.890411,0.0753425,1,0,0,0.0616438,0.0890411
Asics,2021-02-08,accessories,L4,245,223,0.058250119,317,0.397436,0.0235043,0.378205,0.559829,0.0384615,0.0106838,0.961538,0.0277778,0.997863,0.00213675,0,0.0555556,0.0940171
YSL,2021-02-17,facilities,L1,5633,3635,1.346319312,8637,0.404402,0.0944109,0.356927,0.436124,0.112538,0.00323694,0.976694,0.0200691,1,0,0.000215796,0.0149978,0.00258956
City Garden,2021-02-10,kids & babies,L5,12,5,0.001678556,14,0.470588,0,0.529412,0.352941,0.117647,0,1,0,1,0,0,0,0
GEMMO,2021-02-03,fashions,L2,204,122,0.027120447,613,0.604294,0.0245399,0.395706,0.530675,0.0490797,0.0245399,0.947853,0.0276074,0.996933,0.00306748,0,0.0153374,0.0184049
Dyson,2021-02-11,consumer electronics,B1,12,17,0.001173135,401,0.62069,0.0689655,0.206897,0.724138,0,0,1,0,1,0,0,0.0344828,0
FILA FUSION,2021-02-08,fashions,B1,691,548,0.028445579,1426,0.585956,0.00887813,0.468927,0.447135,0.0750605,0.0274415,0.964487,0.00807103,0.999193,0.000807102,0.00322841,0.0524617,0.0564972
HIMO,2021-02-13,food,B1,305,230,0.007959706,2691,0.613084,0.114019,0.383178,0.4,0.102804,0,0.990654,0.00934579,1,0,0,0.0149533,0.00373832
JIMI,2021-02-05,kids & babies,B2,148,155,0.0072738,76,0.207921,0.0132013,0.207921,0.709571,0.0693069,0.00660066,0.986799,0.00660066,0.986799,0.0132013,0,0.039604,0
DJI,2021-02-14,consumer electronics,B2,351,275,0.007989257,405,0.308307,0.0351438,0.279553,0.608626,0.0766773,0.0127796,0.980831,0.00638978,0.996805,0.00319489,0,0.0511182,0.00638978
mini peace,2021-02-02,fashions,L3,124,112,0.072303207,192,0.716102,0.059322,0.385593,0.521186,0.0338983,0.0466102,0.90678,0.0466102,0.995763,0.00423729,0.00423729,0.0889831,0.105932
simonin,2021-02-03,fashions,L2,91,79,0.02618705,280,0.635294,0.0294118,0.488235,0.423529,0.0588235,0.0470588,0.929412,0.0235294,1,0,0,0.0176471,0.0352941
NanluoFeiMao,2021-02-02,kids & babies,L5,384,319,0.081442206,866,0.314367,0.146515,0.273115,0.534851,0.0455192,0.0128023,0.955903,0.0312945,0.998578,0.00142248,0.00142248,0.0312945,0.0256045
KIDSIMLE,2021-02-05,kids & babies,L3,74,57,0.013369467,57,0.549618,0.122137,0.366412,0.374046,0.137405,0.0305344,0.954199,0.0152672,1,0,0,0.0152672,0.0458015
NIO,2021-02-08,kids & babies,L1,564,514,0.018419334,438,0.487013,0.157699,0.289425,0.508349,0.0445269,0.0426716,0.880334,0.0769944,1,0,0,0.0538033,0.0296846
Miniso,2021-02-04,kids & babies,B1,1028,1316,0.068771742,1583,0.792662,0.0789249,0.551195,0.331911,0.0379693,0.00170648,0.96843,0.0298635,1,0,0,0.0183447,0.00426621
KIDSIMLE,2021-02-13,kids & babies,L3,47,36,0.004562664,60,0.566265,0.144578,0.385542,0.445783,0.0240964,0.0120482,0.927711,0.060241,1,0,0,0.0120482,0.0722892
Siyuehetun,2021-02-07,kids & babies,L6,51,25,0.017270572,346,0.447368,0.0131579,0.565789,0.407895,0.0131579,0,0.921053,0.0789474,1,0,0,0.0394737,0.0526316
CAIBAI Jewelry,2021-02-06,consumer electronics,L1,886,904,0.072927813,304,0.569274,0.0273743,0.46648,0.457542,0.0486033,0.0374302,0.939665,0.022905,0.993296,0.00670391,0,0.0385475,0.0458101
Jujiao Nail Beauty,2021-02-05,kids & babies,B2,96,73,0.00471814,997,0.408284,0.0295858,0.366864,0.556213,0.0473373,0.0591716,0.934911,0.00591716,1,0,0.00591716,0.0828402,0.0532544
AIMERKIDS,2021-02-06,kids & babies,L3,164,113,0.022057835,314,0.534296,0.0974729,0.303249,0.425993,0.173285,0.00361011,0.978339,0.0180505,1,0,0,0.0144404,0.00361011
BOYLONDON,2021-02-17,accessories,B1,299,207,0.008457078,1024,0.203557,0.0256917,0.247036,0.70751,0.0197628,0,1,0,1,0,0,0,0
Jujiao Nail Beauty,2021-02-17,kids & babies,B2,95,76,0.002645429,1329,0.549708,0.0175439,0.333333,0.631579,0.0175439,0.0292398,0.964912,0.00584795,1,0,0,0.0467836,0.0467836
HIMO,2021-02-09,food,B1,315,269,0.012797595,1819,0.614726,0.152397,0.342466,0.443493,0.0616438,0,0.988014,0.0119863,1,0,0,0.0171233,0.00513699
mini peace,2021-02-03,fashions,L3,139,141,0.079428571,249,0.742857,0.0285714,0.414286,0.5,0.0571429,0.0178571,0.964286,0.0178571,1,0,0,0.0607143,0.0821429
simonin,2021-02-04,fashions,L2,131,116,0.033693416,310,0.615385,0.0364372,0.45749,0.465587,0.0404858,0.0404858,0.931174,0.0283401,1,0,0,0.048583,0.0283401
VJC,2021-02-02,facilities,L1,118,117,0.009225236,986,0.817021,0.0212766,0.395745,0.553192,0.0297872,0.0382979,0.93617,0.0255319,1,0,0,0.0340426,0.0510638
NanluoFeiMao,2021-02-03,kids & babies,L5,397,374,0.07305852,783,0.250324,0.141375,0.215305,0.61738,0.0259403,0.0142672,0.946822,0.0389105,1,0,0,0.0220493,0.0155642
KIDSIMLE,2021-02-06,kids & babies,L3,124,80,0.013497333,164,0.54902,0.102941,0.416667,0.431373,0.0490196,0.0294118,0.911765,0.0588235,0.995098,0.00490196,0,0.0196078,0.0392157
simonin,2021-02-09,fashions,L2,223,193,0.029481756,690,0.572115,0.0384615,0.524038,0.372596,0.0649039,0.0408654,0.935096,0.0240385,1,0,0,0.03125,0.0360577
Pandora,2021-02-16,fashions,L1,293,280,0.071796128,232,0.783595,0.052356,0.568935,0.357766,0.0209424,0.0157068,0.931937,0.052356,0.998255,0.0017452,0,0.0209424,0.034904
KKV,2021-02-09,fashions,B2,572,1981,0.024340426,2540,0.620055,0.0242852,0.266353,0.631414,0.0779475,0.0117509,0.983157,0.00509205,0.991774,0.00822562,0,0.0329025,0.0250685
ARIOSE years,2021-02-17,accessories,L2,439,214,0.037143582,1015,0.566616,0.00765697,0.529862,0.427259,0.0352221,0.0413476,0.935681,0.0229709,1,0,0,0.0444104,0.0689127
YSL,2021-02-12,facilities,L1,5368,3272,1.453560791,8305,0.320949,0.0762731,0.383565,0.417593,0.122569,0.003125,0.979977,0.0168981,0.999884,0.000115741,0,0.00925926,0.00358796
GOFI Disney,2021-02-19,fashions,L3,136,122,0.022361065,183,0.523256,0.0891473,0.465116,0.352713,0.0930232,0.0387597,0.829457,0.131783,1,0,0.00387597,0.0775194,0.0426357
ARIOSE years,2021-02-21,accessories,L2,401,248,0.04324849,781,0.486903,0.0138675,0.631741,0.323575,0.0308166,0.0400616,0.94453,0.0154083,1,0,0.00154083,0.0354391,0.0785824
JINS,2021-02-27,fashions,B1,952,900,0.033524668,5358,0.650648,0.024838,0.430886,0.429806,0.114471,0.0340173,0.936285,0.0296976,0.99568,0.00431965,0,0.0340173,0.0313175
simonin,2021-02-05,fashions,L2,103,76,0.023409091,380,0.614525,0.0335196,0.458101,0.446927,0.0614525,0.00558659,0.938547,0.0558659,1,0,0,0.027933,0.027933
VJC,2021-02-03,facilities,L1,133,115,0.010259971,955,0.729839,0.0201613,0.439516,0.524194,0.016129,0.0241935,0.939516,0.0362903,1,0,0.00403226,0.0524194,0.112903
NanluoFeiMao,2021-02-04,kids & babies,L5,372,311,0.069898534,756,0.282577,0.090776,0.210835,0.65593,0.0424597,0.0190337,0.963397,0.0175695,1,0,0,0.0278184,0.0219619
Siyuehetun,2021-02-08,kids & babies,L6,33,17,0.010770235,578,0.26,0,0.42,0.52,0.06,0.02,0.94,0.04,1,0,0,0.02,0.12
CAIBAI Jewelry,2021-02-07,consumer electronics,L1,401,390,0.057606666,88,0.584071,0.0316056,0.477876,0.445006,0.045512,0.0316056,0.936789,0.0316056,0.998736,0.00126422,0,0.0606827,0.0290771
INMIX,2021-02-17,fashions,B1,2304,2286,0.018510782,11346,0.580828,0.0335512,0.527233,0.386057,0.053159,0.0453159,0.935076,0.0196078,1,0,0,0.0392157,0.0697168
AIMERKIDS,2021-02-07,kids & babies,L3,115,100,0.022763262,183,0.530233,0.116279,0.316279,0.437209,0.130233,0.00465116,0.972093,0.0232558,1,0,0,0.0139535,0.00465116
HIMO,2021-02-04,food,B1,320,275,0.021407546,1117,0.65042,0.164706,0.398319,0.356303,0.0806723,0.00168067,0.986555,0.0117647,0.998319,0.00168067,0,0.0117647,0.00504202
NanluoFeiMao,2021-02-16,kids & babies,L5,1219,952,0.064589625,1813,0.277292,0.152925,0.131276,0.64164,0.0741594,0.00875173,0.967757,0.0234915,1,0,0,0.00875173,0.0105942
VJC,2021-02-17,facilities,L1,341,341,0.011160933,3614,0.759531,0.016129,0.504399,0.450147,0.0293255,0.026393,0.951613,0.0219941,1,0,0,0.0439883,0.0923754
HairCode,2021-02-17,fashions,B1,311,295,0.006585913,0,0.455446,0.0132013,0.171617,0.490099,0.325082,0.00330033,0.991749,0.0049505,0.815182,0.184818,0,0.0528053,0.00495049
KIDSIMLE,2021-02-19,kids & babies,L3,101,70,0.016606379,77,0.549708,0.146199,0.432749,0.362573,0.0584795,0.0350877,0.935673,0.0292398,0.988304,0.0116959,0,0.0233918,0.0467836
ZARA,2021-02-01,facilities,L1,793,761,0.083535236,165,0.605534,0.0476191,0.560489,0.369369,0.0225225,0.0289575,0.907979,0.0630631,1,0,0,0.0752896,0.018018
simonin,2021-02-06,fashions,L2,250,212,0.022758307,962,0.541126,0.021645,0.528139,0.411255,0.038961,0.0238095,0.937229,0.038961,1,0,0,0.025974,0.0324675
simonin,2021-02-10,fashions,L2,241,230,0.024878703,918,0.613588,0.044586,0.509554,0.401274,0.044586,0.0254777,0.949045,0.0254777,0.997877,0.00212314,0,0.0233546,0.0339703
simonin,2021-02-07,fashions,L2,130,95,0.0243309,425,0.551111,0.0266667,0.515556,0.444444,0.0133333,0.0266667,0.933333,0.04,1,0,0,0.0266667,0.0266667
EVISUKURO,2021-02-08,fashions,L1,409,395,0.022669327,3226,0.475124,0.0671642,0.5,0.396766,0.0360697,0.00746269,0.985075,0.00746269,1,0,0,0.0373134,0.00621891
VJC,2021-02-04,facilities,L1,180,163,0.012788632,1120,0.760933,0.0233236,0.428571,0.510204,0.0379009,0.03207,0.944606,0.0233236,1,0,0,0.0379009,0.0874636
OSIM,2021-02-12,consumer electronics,L4,208,178,0.023988006,551,0.686528,0.0854922,0.277202,0.603627,0.0336788,0.00259067,0.940414,0.0569948,0.997409,0.00259067,0,0.0129534,0.0518135
mini peace,2021-02-05,fashions,L3,189,163,0.087056656,342,0.747159,0.03125,0.451705,0.451705,0.0653409,0.0454545,0.90625,0.0482955,1,0,0,0.0426136,0.0965909
YSL,2021-02-20,facilities,L1,5072,3685,4.696296296,4695,0.261391,0.164554,0.354688,0.416353,0.0644056,0.00171292,0.947699,0.0505881,0.999657,0.000342583,0,0.00274066,0.00159872
