store_name,date,type,floor,enter_number,enter_rate,female_number,female_rate,male_number,male_rate,teenager_number,teenager_rate,youth_number,youth_rate,middle-aged_number,middle-aged_rate,senior_number,senior_rate,dropdown
PERFECTDIARY,2021-02-24,kids_babies,B1,2638,4,1982,75,656,25,145,6,1006,51,1002 ,38,60,6,
PERFECTDIARY,2021-02-25,kids_babies,B1,2768,5,2103,76,665,24,131,5,1086,52,1024 ,37,69,6,
PERFECTDIARY,2021-02-26,kids_babies,B1,3262,4,2409,74,853,26,151,5,1191,49,1272 ,39,81,7,
PERFECTDIARY,2021-02-27,kids_babies,B1,5922,4,4274,72,1648,28,224,4,2318,54,1954 ,33,197,8,
PERFECTDIARY,2021-02-28,kids_babies,B1,4376,4,3081,70,1295,30,165,4,1626,53,1619 ,37,106,6,
CiciBeauty,2021-02-01,fashions,B2,11,0,4,38,7,62,0,0,2,38,6 ,57,0,5,
CiciBeauty,2021-02-02,fashions,B2,7,0,3,38,4,63,0,0,1,56,3 ,44,0,0,
CiciBeauty,2021-02-03,fashions,B2,12,0,6,46,6,54,1,11,2,36,6 ,46,0,7,
CiciBeauty,2021-02-04,fashions,B2,16,0,6,38,10,62,0,0,3,54,7 ,42,0,4,
CiciBeauty,2021-02-05,fashions,B2,7,0,3,43,4,57,0,0,1,36,4 ,64,0,0,
CiciBeauty,2021-02-06,fashions,B2,10,0,3,29,7,71,0,0,2,76,2 ,18,0,6,
CiciBeauty,2021-02-07,fashions,B2,5,0,1,23,4,77,0,0,1,62,2 ,38,0,0,
CiciBeauty,2021-02-08,fashions,B2,8,0,4,55,4,45,0,0,3,73,2 ,27,0,0,
CiciBeauty,2021-02-09,fashions,B2,10,0,2,18,8,82,1,6,1,41,5 ,53,0,0,
CiciBeauty,2021-02-10,fashions,B2,21,0,5,24,16,76,1,3,2,45,11 ,52,0,0,
CiciBeauty,2021-02-11,fashions,B2,8,0,2,26,6,74,0,5,1,58,3 ,37,0,0,
CiciBeauty,2021-02-12,fashions,B2,9,0,2,19,7,81,1,6,1,63,2 ,25,0,6,
CiciBeauty,2021-02-13,fashions,B2,14,0,5,39,9,61,1,4,2,43,6 ,46,0,7,
CiciBeauty,2021-02-14,fashions,B2,12,0,5,41,7,59,1,5,3,55,4 ,32,0,9,
CiciBeauty,2021-02-15,fashions,B2,2,0,2,75,0,25,0,0,0,0,2 ,100,0,0,
CiciBeauty,2021-02-16,fashions,B2,8,0,2,19,6,81,1,6,1,50,4 ,44,0,0,
CiciBeauty,2021-02-17,fashions,B2,5,0,2,38,3,63,0,0,0,25,4 ,75,0,0,
CiciBeauty,2021-02-18,fashions,B2,4,0,2,40,2,60,0,0,0,0,4 ,100,0,0,
CiciBeauty,2021-02-19,fashions,B2,10,0,4,43,6,57,0,5,2,38,6 ,57,0,0,
CiciBeauty,2021-02-20,fashions,B2,17,0,4,26,13,74,1,4,2,41,10 ,56,0,0,
CiciBeauty,2021-02-21,fashions,B2,13,0,2,13,11,87,0,3,1,68,3 ,26,0,3,
CiciBeauty,2021-02-22,fashions,B2,12,0,3,24,9,76,1,5,2,57,4 ,33,0,5,
CiciBeauty,2021-02-23,fashions,B2,24,0,8,33,16,68,0,0,4,58,10 ,43,0,0,
CiciBeauty,2021-02-24,fashions,B2,7,0,1,18,6,82,0,0,1,47,4 ,53,0,0,
CiciBeauty,2021-02-25,fashions,B2,11,0,4,38,7,63,0,4,1,33,6 ,54,0,8,
CiciBeauty,2021-02-26,fashions,B2,14,0,4,30,10,70,0,3,3,63,4 ,30,0,3,
CiciBeauty,2021-02-27,fashions,B2,4,0,1,36,3,64,0,0,1,36,2 ,55,0,9,
CiciBeauty,2021-02-28,fashions,B2,27,0,10,37,17,63,1,5,6,56,11 ,39,0,0,
DJI,2021-02-01,consumer_electronics,B2,26,0,5,20,21,80,1,2,2,33,15 ,58,0,7,
DJI,2021-02-02,consumer_electronics,B2,14,0,5,33,9,67,1,10,2,52,5 ,38,0,0,
DJI,2021-02-03,consumer_electronics,B2,27,0,5,18,22,82,0,0,2,37,16 ,61,0,2,
DJI,2021-02-04,consumer_electronics,B2,26,0,6,24,20,76,0,0,2,37,15 ,57,0,7,
DJI,2021-02-05,consumer_electronics,B2,39,0,8,21,31,79,0,0,2,31,25 ,63,0,6,
DJI,2021-02-06,consumer_electronics,B2,192,1,47,25,145,75,6,3,16,33,109 ,57,1,7,
DJI,2021-02-07,consumer_electronics,B2,31,0,10,32,21,68,1,4,4,42,16 ,51,0,4,
DJI,2021-02-08,consumer_electronics,B2,45,0,19,41,26,59,1,1,7,40,24 ,53,0,6,
DJI,2021-02-09,consumer_electronics,B2,47,0,14,30,33,70,1,2,5,32,26 ,56,0,9,
DJI,2021-02-10,consumer_electronics,B2,95,0,28,30,67,70,5,5,8,29,55 ,58,1,8,
DJI,2021-02-11,consumer_electronics,B2,16,0,6,36,10,64,0,0,3,48,8 ,48,0,3,
DJI,2021-02-12,consumer_electronics,B2,199,1,53,27,146,73,7,4,16,30,121 ,61,1,5,
DJI,2021-02-13,consumer_electronics,B2,185,1,51,28,134,72,6,4,17,32,109 ,59,1,5,
DJI,2021-02-14,consumer_electronics,B2,351,1,108,31,243,69,12,4,30,28,214 ,61,2,8,
DJI,2021-02-15,consumer_electronics,B2,212,1,70,33,142,67,4,2,23,32,125 ,59,2,8,
DJI,2021-02-16,consumer_electronics,B2,93,0,32,35,61,65,4,4,10,30,55 ,59,1,7,
DJI,2021-02-17,consumer_electronics,B2,102,0,36,35,66,65,3,3,11,31,59 ,58,1,8,
DJI,2021-02-18,consumer_electronics,B2,35,0,10,29,25,71,2,4,3,29,22 ,64,0,3,
DJI,2021-02-19,consumer_electronics,B2,59,0,17,29,42,71,1,2,7,42,30 ,51,0,5,
DJI,2021-02-20,consumer_electronics,B2,72,0,22,31,50,69,2,3,8,38,38 ,53,0,5,
DJI,2021-02-21,consumer_electronics,B2,104,0,32,31,72,69,4,4,11,34,56 ,54,1,9,
DJI,2021-02-22,consumer_electronics,B2,21,0,2,11,19,89,0,2,0,20,15 ,71,0,7,
DJI,2021-02-23,consumer_electronics,B2,22,0,8,37,14,63,0,0,3,41,13 ,59,0,0,
DJI,2021-02-24,consumer_electronics,B2,37,0,10,27,27,73,2,5,3,35,21 ,56,0,4,
DJI,2021-02-25,consumer_electronics,B2,59,0,16,27,43,73,3,6,4,28,38 ,65,0,1,
DJI,2021-02-26,consumer_electronics,B2,54,0,14,27,40,73,1,1,5,33,29 ,53,1,12,
DJI,2021-02-27,consumer_electronics,B2,251,1,69,27,182,73,7,3,22,32,153 ,61,1,4,
DJI,2021-02-28,consumer_electronics,B2,154,1,43,28,111,72,5,3,12,27,99 ,64,1,6,
HUAWEI,2021-02-01,kids_babies,B2,438,4,196,45,242,55,8,2,94,48,201 ,46,4,4,
HUAWEI,2021-02-02,kids_babies,B2,423,4,197,47,226,53,9,2,92,47,195 ,46,5,5,
HUAWEI,2021-02-03,kids_babies,B2,531,5,222,42,309,58,10,2,112,51,239 ,45,3,3,
HUAWEI,2021-02-04,kids_babies,B2,537,4,241,45,296,55,8,2,120,50,242 ,45,4,3,
HUAWEI,2021-02-05,kids_babies,B2,603,4,294,49,309,51,12,2,155,53,247 ,41,7,5,
HUAWEI,2021-02-06,kids_babies,B2,1220,5,575,47,645,53,25,2,302,53,500 ,41,14,5,
HUAWEI,2021-02-07,kids_babies,B2,779,5,374,48,405,52,19,2,196,52,319 ,41,7,4,
HUAWEI,2021-02-08,kids_babies,B2,758,4,358,47,400,53,16,2,187,52,311 ,41,8,4,
HUAWEI,2021-02-09,kids_babies,B2,807,4,389,48,418,52,22,3,201,52,339 ,42,7,4,
HUAWEI,2021-02-10,kids_babies,B2,1032,4,505,49,527,51,22,2,263,52,433 ,42,11,4,
HUAWEI,2021-02-11,kids_babies,B2,425,5,184,43,241,57,21,5,87,47,187 ,44,3,4,
HUAWEI,2021-02-12,kids_babies,B2,1075,5,546,51,529,49,35,3,272,50,462 ,43,12,4,
HUAWEI,2021-02-13,kids_babies,B2,1088,4,542,50,546,50,27,2,268,49,468 ,43,12,5,
HUAWEI,2021-02-14,kids_babies,B2,1385,4,726,52,659,48,29,2,362,50,596 ,43,18,5,
HUAWEI,2021-02-15,kids_babies,B2,1205,4,604,50,601,50,27,2,297,49,518 ,43,17,6,
HUAWEI,2021-02-16,kids_babies,B2,1056,4,517,49,539,51,23,2,250,48,486 ,46,10,4,
HUAWEI,2021-02-17,kids_babies,B2,1056,4,510,48,546,52,24,2,254,50,465 ,44,10,4,
HUAWEI,2021-02-18,kids_babies,B2,661,4,318,48,343,52,19,3,162,51,278 ,42,6,4,
HUAWEI,2021-02-19,kids_babies,B2,628,4,295,47,333,53,18,3,156,53,257 ,41,6,4,
HUAWEI,2021-02-20,kids_babies,B2,736,4,359,49,377,51,21,3,192,54,287 ,39,8,4,
HUAWEI,2021-02-21,kids_babies,B2,1057,4,495,47,562,53,32,3,271,55,391 ,37,13,5,
HUAWEI,2021-02-22,kids_babies,B2,431,3,187,43,244,57,9,2,97,52,177 ,41,5,5,
HUAWEI,2021-02-23,kids_babies,B2,514,4,221,43,293,57,16,3,120,54,200 ,39,4,4,
HUAWEI,2021-02-24,kids_babies,B2,556,4,246,44,310,56,14,3,128,52,228 ,41,5,4,
HUAWEI,2021-02-25,kids_babies,B2,531,4,237,45,294,55,15,3,126,53,207 ,39,6,5,
HUAWEI,2021-02-26,kids_babies,B2,626,4,284,45,342,55,16,3,145,51,269 ,43,5,3,
HUAWEI,2021-02-27,kids_babies,B2,1323,4,648,49,675,51,34,3,336,52,542 ,41,15,5,
HUAWEI,2021-02-28,kids_babies,B2,932,4,424,45,508,55,30,3,218,51,382 ,41,11,5,
JIMI,2021-02-01,kids_babies,B2,52,0,15,29,37,71,0,0,4,27,34 ,66,0,7,
JIMI,2021-02-02,kids_babies,B2,55,0,13,24,42,76,0,0,3,24,35 ,63,0,14,
JIMI,2021-02-03,kids_babies,B2,69,0,18,26,51,74,2,2,5,28,45 ,65,0,5,
JIMI,2021-02-04,kids_babies,B2,77,0,22,29,55,71,1,1,5,24,49 ,63,1,12,
JIMI,2021-02-05,kids_babies,B2,148,1,31,21,117,79,2,1,6,21,105 ,71,0,7,
JIMI,2021-02-06,kids_babies,B2,223,1,56,25,167,75,3,2,18,32,129 ,58,2,9,
JIMI,2021-02-07,kids_babies,B2,162,1,44,27,118,73,1,1,12,28,99 ,61,1,10,
JIMI,2021-02-08,kids_babies,B2,71,0,24,33,47,67,1,2,7,30,42 ,59,1,9,
JIMI,2021-02-09,kids_babies,B2,105,0,26,25,79,75,0,0,7,26,67 ,64,1,10,
JIMI,2021-02-10,kids_babies,B2,197,1,36,18,161,82,5,3,10,27,116 ,59,1,12,
JIMI,2021-02-11,kids_babies,B2,80,1,22,27,58,73,1,1,6,27,49 ,61,1,11,
JIMI,2021-02-12,kids_babies,B2,285,1,64,22,221,78,5,2,19,30,165 ,58,2,11,
JIMI,2021-02-13,kids_babies,B2,375,1,92,25,283,75,6,2,25,27,233 ,62,2,9,
JIMI,2021-02-14,kids_babies,B2,345,1,99,29,246,71,4,1,28,29,207 ,60,3,10,
JIMI,2021-02-15,kids_babies,B2,193,0,74,38,119,62,4,2,21,29,108 ,56,3,13,
JIMI,2021-02-16,kids_babies,B2,129,0,38,29,91,71,3,3,12,32,77 ,60,1,6,
JIMI,2021-02-17,kids_babies,B2,288,1,74,26,214,74,6,2,22,29,164 ,57,3,12,
JIMI,2021-02-18,kids_babies,B2,232,1,57,25,175,75,2,1,11,19,160 ,69,1,11,
JIMI,2021-02-19,kids_babies,B2,278,1,58,21,220,79,3,1,16,27,189 ,68,1,4,
JIMI,2021-02-20,kids_babies,B2,124,0,36,29,88,71,2,2,12,35,66 ,53,1,10,
JIMI,2021-02-21,kids_babies,B2,199,1,61,31,138,70,3,1,19,31,113 ,57,2,11,
JIMI,2021-02-22,kids_babies,B2,77,0,17,22,60,78,1,2,5,27,51 ,66,0,6,
JIMI,2021-02-23,kids_babies,B2,51,0,19,37,32,63,1,2,6,33,31 ,60,0,5,
JIMI,2021-02-24,kids_babies,B2,65,0,18,27,47,73,1,1,5,31,39 ,60,0,8,
JIMI,2021-02-25,kids_babies,B2,127,1,45,36,82,64,2,1,13,29,80 ,63,1,7,
JIMI,2021-02-26,kids_babies,B2,58,0,23,39,35,61,2,3,7,33,31 ,54,1,11,
JIMI,2021-02-27,kids_babies,B2,260,1,85,33,175,67,6,2,27,31,156 ,60,2,6,
JIMI,2021-02-28,kids_babies,B2,138,0,43,31,95,69,2,2,14,34,81 ,59,1,6,
JujiaoNailBeauty,2021-02-01,kids_babies,B2,45,0,24,53,21,47,1,1,8,33,27 ,59,0,6,
JujiaoNailBeauty,2021-02-02,kids_babies,B2,72,0,34,48,38,52,0,0,18,52,34 ,47,0,1,
JujiaoNailBeauty,2021-02-03,kids_babies,B2,69,0,33,48,36,52,0,0,16,48,35 ,51,0,1,
JujiaoNailBeauty,2021-02-04,kids_babies,B2,98,1,48,49,50,51,2,2,19,40,55 ,56,0,2,
JujiaoNailBeauty,2021-02-05,kids_babies,B2,96,0,39,41,57,59,3,3,14,37,54 ,56,1,5,
JujiaoNailBeauty,2021-02-06,kids_babies,B2,147,0,69,47,78,53,3,2,27,40,82 ,56,1,3,
JujiaoNailBeauty,2021-02-07,kids_babies,B2,91,0,37,41,54,59,1,1,16,43,48 ,53,0,2,
JujiaoNailBeauty,2021-02-08,kids_babies,B2,112,0,69,62,43,38,1,0,28,41,59 ,53,2,6,
JujiaoNailBeauty,2021-02-09,kids_babies,B2,131,1,72,55,59,45,2,2,26,36,80 ,61,0,1,
JujiaoNailBeauty,2021-02-10,kids_babies,B2,151,1,81,54,70,46,1,0,33,41,83 ,55,1,4,
JujiaoNailBeauty,2021-02-11,kids_babies,B2,69,1,39,57,30,43,1,1,13,33,42 ,61,1,5,
JujiaoNailBeauty,2021-02-12,kids_babies,B2,110,0,58,52,52,48,2,2,18,32,67 ,61,1,5,
JujiaoNailBeauty,2021-02-13,kids_babies,B2,130,0,52,40,78,60,4,3,21,40,68 ,52,1,6,
JujiaoNailBeauty,2021-02-14,kids_babies,B2,121,0,60,50,61,50,1,1,20,34,74 ,61,1,4,
JujiaoNailBeauty,2021-02-15,kids_babies,B2,109,0,55,51,54,50,2,2,21,39,61 ,56,1,4,
JujiaoNailBeauty,2021-02-16,kids_babies,B2,103,0,61,59,42,41,0,0,24,39,59 ,57,1,4,
JujiaoNailBeauty,2021-02-17,kids_babies,B2,95,0,52,55,43,45,2,2,17,33,60 ,63,0,2,
JujiaoNailBeauty,2021-02-18,kids_babies,B2,67,0,38,56,29,44,2,4,12,33,40 ,60,0,4,
JujiaoNailBeauty,2021-02-19,kids_babies,B2,54,0,30,55,24,45,0,0,15,50,27 ,50,0,1,
JujiaoNailBeauty,2021-02-20,kids_babies,B2,86,0,44,52,42,48,3,4,19,44,44 ,51,0,1,
JujiaoNailBeauty,2021-02-21,kids_babies,B2,98,0,40,40,58,60,2,2,13,34,60 ,61,0,3,
JujiaoNailBeauty,2021-02-22,kids_babies,B2,68,0,34,50,34,50,3,4,12,35,40 ,59,0,2,
JujiaoNailBeauty,2021-02-23,kids_babies,B2,55,0,28,51,27,49,1,1,14,51,23 ,41,1,7,
JujiaoNailBeauty,2021-02-24,kids_babies,B2,59,0,33,57,26,43,1,1,10,31,35 ,60,1,8,
JujiaoNailBeauty,2021-02-25,kids_babies,B2,79,0,43,54,36,46,1,1,17,39,44 ,56,1,4,
JujiaoNailBeauty,2021-02-26,kids_babies,B2,62,0,24,39,38,61,1,1,10,42,33 ,54,0,3,
JujiaoNailBeauty,2021-02-27,kids_babies,B2,93,0,47,50,46,50,1,1,20,43,49 ,53,1,3,
JujiaoNailBeauty,2021-02-28,kids_babies,B2,59,0,32,54,27,46,2,3,13,42,30 ,50,1,5,
KKV,2021-02-01,fashions,B2,320,3,185,58,135,42,4,1,54,29,208 ,65,2,4,
KKV,2021-02-02,fashions,B2,304,2,174,57,130,43,4,1,49,28,204 ,67,2,3,
KKV,2021-02-03,fashions,B2,309,2,185,60,124,40,5,1,52,28,204 ,66,2,5,
KKV,2021-02-04,fashions,B2,363,3,220,60,143,40,5,1,63,28,236 ,65,3,5,
KKV,2021-02-05,fashions,B2,386,2,229,59,157,41,6,1,69,30,247 ,64,3,5,
KKV,2021-02-06,fashions,B2,671,2,410,61,261,39,14,2,112,27,416 ,62,9,8,
KKV,2021-02-07,fashions,B2,473,3,286,60,187,40,8,2,82,29,303 ,64,4,6,
KKV,2021-02-08,fashions,B2,488,3,300,61,188,39,15,3,89,30,303 ,62,5,6,
KKV,2021-02-09,fashions,B2,572,2,355,62,217,38,14,2,94,27,360 ,63,7,8,
KKV,2021-02-10,fashions,B2,731,3,445,61,286,39,17,2,121,27,461 ,63,9,8,
KKV,2021-02-11,fashions,B2,301,3,166,55,135,45,7,2,41,25,202 ,67,3,6,
KKV,2021-02-12,fashions,B2,780,3,474,61,306,39,15,2,120,25,491 ,63,11,10,
KKV,2021-02-13,fashions,B2,863,3,526,61,337,39,27,3,129,25,544 ,63,12,9,
KKV,2021-02-14,fashions,B2,1003,2,648,65,355,35,19,2,153,24,642 ,64,17,11,
KKV,2021-02-15,fashions,B2,953,2,607,64,346,36,21,2,145,24,610 ,64,15,10,
KKV,2021-02-16,fashions,B2,739,2,463,63,276,37,17,2,113,24,480 ,65,9,8,
KKV,2021-02-17,fashions,B2,822,3,502,61,320,39,14,2,123,24,534 ,65,11,9,
KKV,2021-02-18,fashions,B2,521,3,312,60,209,40,6,1,81,26,349 ,67,5,6,
KKV,2021-02-19,fashions,B2,548,3,325,59,223,41,11,2,87,27,356 ,65,5,6,
KKV,2021-02-20,fashions,B2,493,2,286,58,207,42,10,2,75,26,316 ,64,5,7,
KKV,2021-02-21,fashions,B2,644,2,380,59,264,41,11,2,105,28,399 ,62,9,9,
KKV,2021-02-22,fashions,B2,370,3,218,59,152,41,9,3,68,31,226 ,61,4,5,
KKV,2021-02-23,fashions,B2,437,3,250,57,187,43,7,2,64,26,297 ,68,3,5,
KKV,2021-02-24,fashions,B2,388,2,228,59,160,41,9,2,59,26,256 ,66,3,6,
KKV,2021-02-25,fashions,B2,455,3,275,61,180,39,10,2,72,26,300 ,66,4,5,
KKV,2021-02-26,fashions,B2,540,3,326,60,214,40,10,2,95,29,340 ,63,6,6,
KKV,2021-02-27,fashions,B2,829,2,525,63,304,37,19,2,136,26,531 ,64,11,8,
KKV,2021-02-28,fashions,B2,668,3,394,59,274,41,14,2,103,26,421 ,63,9,9,
AAPE,2021-02-01,accessories,L1,179,5,49,27,130,73,2,1,32,66,50 ,28,2,5,
AAPE,2021-02-02,accessories,L1,187,4,57,30,130,70,3,2,37,64,52 ,28,2,6,
AAPE,2021-02-03,accessories,L1,210,5,67,32,143,68,3,2,42,63,63 ,30,2,5,
AAPE,2021-02-04,accessories,L1,210,5,64,31,146,69,2,1,43,67,57 ,27,2,6,
AAPE,2021-02-05,accessories,L1,255,5,78,31,177,69,3,1,53,67,71 ,28,2,4,
AAPE,2021-02-06,accessories,L1,604,5,210,35,394,65,12,2,126,60,187 ,31,9,7,
AAPE,2021-02-07,accessories,L1,353,5,132,38,221,62,7,2,80,60,106 ,30,6,7,
AAPE,2021-02-08,accessories,L1,325,5,114,35,211,65,4,1,72,63,94 ,29,5,7,
AAPE,2021-02-09,accessories,L1,439,6,159,36,280,64,4,1,105,66,119 ,27,7,6,
AAPE,2021-02-10,accessories,L1,615,6,230,37,385,63,14,2,143,62,172 ,28,11,8,
AAPE,2021-02-11,accessories,L1,199,5,60,30,139,70,6,3,37,61,60 ,30,2,6,
AAPE,2021-02-12,accessories,L1,616,5,184,30,432,70,9,1,113,61,191 ,31,7,6,
AAPE,2021-02-13,accessories,L1,704,5,257,36,447,64,10,1,157,61,204 ,29,13,9,
AAPE,2021-02-14,accessories,L1,978,5,353,36,625,64,20,2,195,55,342 ,35,16,8,
AAPE,2021-02-15,accessories,L1,680,4,242,36,438,64,12,2,142,58,224 ,33,9,7,
AAPE,2021-02-16,accessories,L1,457,4,160,35,297,65,7,1,94,59,151 ,33,6,6,
AAPE,2021-02-17,accessories,L1,552,4,189,34,363,66,10,2,111,59,188 ,34,6,6,
AAPE,2021-02-18,accessories,L1,263,4,87,33,176,67,8,3,53,60,79 ,30,4,7,
AAPE,2021-02-19,accessories,L1,237,4,80,34,157,66,6,2,52,65,59 ,25,4,7,
AAPE,2021-02-20,accessories,L1,283,4,95,33,188,67,3,1,62,66,71 ,25,5,8,
AAPE,2021-02-21,accessories,L1,430,4,120,28,310,72,10,2,80,67,103 ,24,5,7,
AAPE,2021-02-22,accessories,L1,229,5,70,30,159,70,7,3,42,60,66 ,29,3,7,
AAPE,2021-02-23,accessories,L1,198,5,61,31,137,69,2,1,38,63,57 ,29,2,6,
AAPE,2021-02-24,accessories,L1,197,4,59,30,138,70,2,1,40,67,49 ,25,3,7,
AAPE,2021-02-25,accessories,L1,211,4,74,35,137,65,4,2,47,64,57 ,27,3,7,
AAPE,2021-02-26,accessories,L1,187,3,66,35,121,65,2,1,41,62,54 ,29,3,8,
AAPE,2021-02-27,accessories,L1,461,4,150,33,311,67,7,2,98,66,124 ,27,6,6,
AAPE,2021-02-28,accessories,L1,343,4,119,35,224,65,7,2,77,65,93 ,27,5,7,
CAIBAIJewelry,2021-02-01,consumer_electronics,L1,226,5,120,53,106,47,7,3,55,46,108 ,48,2,3,
CAIBAIJewelry,2021-02-02,consumer_electronics,L1,254,5,149,59,105,41,9,4,72,48,117 ,46,2,2,
CAIBAIJewelry,2021-02-03,consumer_electronics,L1,290,6,174,60,116,40,12,4,74,42,145 ,50,3,4,
CAIBAIJewelry,2021-02-04,consumer_electronics,L1,373,7,211,57,162,43,15,4,99,47,172 ,46,3,3,
CAIBAIJewelry,2021-02-05,consumer_electronics,L1,338,6,191,57,147,43,6,2,91,47,162 ,48,3,3,
CAIBAIJewelry,2021-02-06,consumer_electronics,L1,886,7,504,57,382,43,24,3,235,47,408 ,46,11,5,
CAIBAIJewelry,2021-02-07,consumer_electronics,L1,401,6,234,58,167,42,13,3,112,48,180 ,45,5,5,
CAIBAIJewelry,2021-02-08,consumer_electronics,L1,536,7,317,59,219,41,16,3,135,43,273 ,51,5,3,
CAIBAIJewelry,2021-02-09,consumer_electronics,L1,643,7,368,57,275,43,14,2,171,47,302 ,47,7,4,
CAIBAIJewelry,2021-02-10,consumer_electronics,L1,870,8,495,57,375,43,27,3,234,47,392 ,45,10,4,
CAIBAIJewelry,2021-02-11,consumer_electronics,L1,351,8,174,49,177,51,12,3,76,44,176 ,50,2,3,
CAIBAIJewelry,2021-02-12,consumer_electronics,L1,852,7,480,56,372,44,39,5,214,45,400 ,47,9,4,
CAIBAIJewelry,2021-02-13,consumer_electronics,L1,1159,7,618,53,541,47,39,3,285,46,533 ,46,12,4,
CAIBAIJewelry,2021-02-14,consumer_electronics,L1,1699,8,941,55,758,45,57,3,441,47,748 ,44,24,6,
CAIBAIJewelry,2021-02-15,consumer_electronics,L1,1155,7,682,59,473,41,45,4,299,44,543 ,47,15,5,
CAIBAIJewelry,2021-02-16,consumer_electronics,L1,888,6,520,59,368,41,23,3,239,46,417 ,47,10,4,
CAIBAIJewelry,2021-02-17,consumer_electronics,L1,964,7,549,57,415,43,28,3,257,47,443 ,46,11,4,
CAIBAIJewelry,2021-02-18,consumer_electronics,L1,400,6,243,61,157,39,8,2,108,45,200 ,50,4,4,
CAIBAIJewelry,2021-02-19,consumer_electronics,L1,324,5,180,56,144,44,10,3,86,48,146 ,45,3,4,
CAIBAIJewelry,2021-02-20,consumer_electronics,L1,351,5,190,54,161,46,11,3,94,49,154 ,44,3,4,
CAIBAIJewelry,2021-02-21,consumer_electronics,L1,545,5,296,54,249,46,21,4,150,51,229 ,42,5,4,
CAIBAIJewelry,2021-02-22,consumer_electronics,L1,224,4,124,55,100,45,9,4,58,47,99 ,44,3,5,
CAIBAIJewelry,2021-02-23,consumer_electronics,L1,211,5,112,53,99,47,7,3,57,51,87 ,41,2,4,
CAIBAIJewelry,2021-02-24,consumer_electronics,L1,211,4,106,50,105,50,8,4,48,45,101 ,48,2,4,
CAIBAIJewelry,2021-02-25,consumer_electronics,L1,217,4,109,50,108,50,3,1,52,48,104 ,48,1,3,
CAIBAIJewelry,2021-02-26,consumer_electronics,L1,309,5,170,55,139,45,6,2,81,48,145 ,47,2,3,
CAIBAIJewelry,2021-02-27,consumer_electronics,L1,716,5,371,52,345,48,20,3,171,46,344 ,48,6,4,
EVISUKURO,2021-02-01,fashions,L1,181,2,82,45,99,55,17,9,39,47,71 ,39,2,4,
EVISUKURO,2021-02-02,fashions,L1,203,2,101,50,102,50,8,4,51,51,83 ,41,2,5,
EVISUKURO,2021-02-03,fashions,L1,191,2,83,44,108,56,8,4,41,50,78 ,41,2,5,
EVISUKURO,2021-02-04,fashions,L1,207,2,87,42,120,58,16,8,43,49,79 ,38,2,6,
EVISUKURO,2021-02-05,fashions,L1,256,2,123,48,133,52,13,5,59,48,105 ,41,3,6,
EVISUKURO,2021-02-06,fashions,L1,1033,4,495,48,538,52,59,6,246,50,403 ,39,14,6,
EVISUKURO,2021-02-07,fashions,L1,381,2,184,48,197,52,23,6,84,46,164 ,43,4,5,
EVISUKURO,2021-02-08,fashions,L1,409,2,194,48,215,52,27,7,97,50,164 ,40,4,4,
EVISUKURO,2021-02-09,fashions,L1,548,3,261,48,287,52,30,5,128,49,219 ,40,7,5,
EVISUKURO,2021-02-10,fashions,L1,945,3,503,53,442,47,59,6,240,48,378 ,40,13,6,
EVISUKURO,2021-02-11,fashions,L1,217,2,96,44,121,56,18,8,41,43,100 ,46,1,3,
EVISUKURO,2021-02-12,fashions,L1,982,4,503,51,479,49,59,6,220,44,432 ,44,14,6,
EVISUKURO,2021-02-13,fashions,L1,1385,4,713,52,672,49,74,5,323,45,609 ,44,18,5,
EVISUKURO,2021-02-14,fashions,L1,2138,5,1131,53,1007,47,99,5,511,45,919 ,43,34,7,
EVISUKURO,2021-02-15,fashions,L1,1561,4,815,52,746,48,78,5,380,47,656 ,42,23,6,
EVISUKURO,2021-02-16,fashions,L1,1101,4,580,53,521,47,60,5,270,47,451 ,41,18,7,
EVISUKURO,2021-02-17,fashions,L1,1192,4,643,54,549,46,62,5,306,48,501 ,42,15,5,
EVISUKURO,2021-02-18,fashions,L1,338,2,158,47,180,53,25,8,76,48,139 ,41,3,4,
EVISUKURO,2021-02-19,fashions,L1,362,3,169,47,193,53,28,8,75,45,156 ,43,3,4,
EVISUKURO,2021-02-20,fashions,L1,410,2,187,46,223,54,28,7,85,45,172 ,42,5,6,
EVISUKURO,2021-02-21,fashions,L1,856,3,382,45,474,55,64,7,191,50,308 ,36,12,6,
EVISUKURO,2021-02-22,fashions,L1,252,2,106,42,146,58,19,7,49,46,103 ,41,3,5,
EVISUKURO,2021-02-23,fashions,L1,249,2,97,39,152,61,20,8,46,47,105 ,42,1,3,
EVISUKURO,2021-02-24,fashions,L1,266,2,131,49,135,51,22,8,62,48,106 ,40,3,4,
EVISUKURO,2021-02-25,fashions,L1,307,3,146,48,161,52,21,7,71,48,120 ,39,4,6,
EVISUKURO,2021-02-26,fashions,L1,371,3,169,46,202,54,23,6,79,47,160 ,43,3,4,
EVISUKURO,2021-02-27,fashions,L1,1279,4,655,51,624,49,63,5,335,51,499 ,39,18,5,
EVISUKURO,2021-02-28,fashions,L1,599,3,278,46,321,54,37,6,128,46,252 ,42,7,6,
NIO,2021-02-01,kids_babies,L1,328,2,139,42,189,58,66,20,39,28,164 ,50,1,2,
NIO,2021-02-02,kids_babies,L1,491,2,262,53,229,47,58,12,74,28,280 ,57,2,3,
